,general_information__brand,general_information__model_clean,mileage,transmission,energy_consumption__emission_class,energy_consumption__fuel,link,energy_consumption__co2_emissions,general_information__warranty,vehicle_history__year,price,vehicle_age,make,mileage_per_year,model_encoded,model_rank_per_year
6900,audi,a1,49366.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/audi/a1-sportback/business-edition-advanced-25tfsi-70kw95cv-s-tronic/id/4773752,135.0,12.0,2021,20490.0,5,audi a1,9873.2,22974.398860398862,4594.879772079772
6901,audi,a1,12500.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/audi/a1-sportback/audi-a1-sportback-business-edition-s-line-25-tfsi-7095-kwch-s-tronic/id/4773452,129.0,24.0,2025,29990.0,1,audi a1,12500.0,22728.946031746033,22728.946031746033
6902,audi,a1,5243.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/a1-sportback/advanced-25-tfsi-95-pk-s-tronic-cruise-control-pdc-rear-apple-carplay/id/4773653,8.0,24.0,2024,24490.0,2,audi a1,2621.5,22951.430267062315,11475.715133531157
6903,audi,a3,17.0,automatic,Euro 6,hybrid - petrol,https://gocar.be/en/cars/audi/a3-sportback/phev-competition-45-tfsi-e-272-pk-s-tronic-open-dak-acc-camera-apple-carplay/id/4773652,8.0,24.0,2025,49990.0,1,audi a3,17.0,28865.86200716846,28865.86200716846
6904,audi,a3,8500.0,automatic,Euro 6,hybrid - petrol,https://gocar.be/en/cars/audi/a3-sportback/phev-audi-a3-sportback-attraction-40-tfsi-e-150-kw-s-tronic/id/4773446,7.0,24.0,2025,37990.0,1,audi a3,8500.0,28865.86200716846,28865.86200716846
6905,audi,a3,23000.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/audi/a3-sportback/a3-30-tfsis-line-s-tronic/id/4771446,120.0,12.0,2024,29950.0,2,audi a3,11500.0,28622.576991150443,14311.288495575222
6906,audi,a3,53000.0,manual,Euro 6d,diesel,https://gocar.be/en/cars/audi/a3-sportback/30tdi-adv-new-carplay-cuir-navi-led/id/4771079,105.0,60.0,2021,23490.0,5,audi a3,10600.0,28832.272222222222,5766.454444444445
6907,audi,a1,78000.0,manual,Euro 6d,petrol,https://gocar.be/en/cars/audi/a1-sportback/10-tfsi-carplay1er-propgarantie/id/4770845,125.0,12.0,2021,17950.0,5,audi a1,15600.0,22728.946031746033,4545.789206349206
6908,audi,a3,71202.0,manual,Euro 6d,petrol,https://gocar.be/en/cars/audi/a3-sportback/audi-a3-sportback-attraction-30-tfsi-81110-kwch-6-vitesses/id/4771017,125.0,12.0,2022,19990.0,4,audi a3,17800.5,28569.252650176677,7142.313162544169
6909,audi,a3,89727.0,manual,Euro 6d,diesel,https://gocar.be/en/cars/audi/a3-sportback/audi-a3-sportback-30-tdi-85116-kwps-manual-transmission/id/4770206,102.0,12.0,2021,21990.0,5,audi a3,17945.4,28865.86200716846,5773.172401433692
6910,audi,a1,7965.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/a1/allstreet-allstreet-30-tfsi-business-edition-s-tronic/id/4769729,137.0,36.0,2024,29990.0,2,audi a1,3982.5,22728.946031746033,11364.473015873016
6911,audi,a1,18700.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/a1/allstreet-30-tfsi-business-edition-s-tronic/id/4770046,4.0,36.0,2024,24990.0,2,audi a1,9350.0,22974.398860398862,11487.199430199431
6912,audi,a1,53100.0,automatic,Euro 6d-TEMP,petrol,https://gocar.be/en/cars/audi/a1-sportback/n-a/id/4767221,107.0,12.0,2021,19900.0,5,audi a1,10620.0,22974.398860398862,4594.879772079772
6913,audi,a3,8507.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/audi/a3-sportback/s-line-30-tfsi-110-pk-s-tronic-cruise-control-pdc-rear-apple-carplay/id/4766206,119.0,48.0,2024,28990.0,2,audi a3,4253.5,28622.576991150443,14311.288495575222
6914,audi,a1,9000.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/a1-sportback/audi-a1-sportback-business-edition-s-line-30-tfsi-85116-kwch-s-tronic/id/4765842,129.0,36.0,2025,31990.0,1,audi a1,9000.0,22974.398860398862,22974.398860398862
6915,audi,a1,5141.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/a1-sportback/sportback-30-tfsi-business-edition-s-line-s-tronic/id/4765848,130.0,24.0,2024,31990.0,2,audi a1,2570.5,22951.430267062315,11475.715133531157
6916,audi,a3,76402.0,manual,Euro 6,petrol,https://gocar.be/en/cars/audi/a3-sportback/appconnect-navi-pdc-cruise-control/id/4765683,118.0,12.0,2018,17250.0,8,audi a3,9550.25,28865.86200716846,3608.2327508960575
6917,audi,a3,11568.0,automatic,Euro 6,hybrid - petrol,https://gocar.be/en/cars/audi/a3-sportback/phev-audi-a3-sportback-competition-45tfsie-270pk-automaat-demo/id/4765875,8.0,24.0,2025,49990.0,1,audi a3,11568.0,28832.272222222222,28832.272222222222
6918,audi,a3,45183.0,manual,Euro 6d,diesel,https://gocar.be/en/cars/audi/a3-sportback/a3-30-tdi-s-line/id/4763040,120.0,12.0,2021,24995.0,5,audi a3,9036.6,28865.86200716846,5773.172401433692
6919,audi,a1,3084.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/a1-sportback/sportback-25-tfsi-business-edition-advanced-s-tronic/id/4761683,126.0,48.0,2024,25990.0,2,audi a1,1542.0,22728.946031746033,11364.473015873016
6920,audi,a1,81811.0,manual,Euro 6d,petrol,https://gocar.be/en/cars/audi/a1-sportback/2j-garantiecarplaysensoren-atopwaybe/id/4760042,125.0,24.0,2021,15990.0,5,audi a1,16362.2,22974.398860398862,4594.879772079772
6921,audi,a3,31552.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/audi/a3-sportback/sport-edition-s-line-30-tfsi-110ch-s-tronic/id/4760073,124.0,24.0,2024,33990.0,2,audi a3,15776.0,28832.272222222222,14416.136111111111
6922,audi,a1,44434.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/audi/a1/citycarver-audi-a1-citycarver-business-edition-30-tfsi-81110-kwch-s-tronic/id/4759185,141.0,24.0,2022,22990.0,4,audi a1,11108.5,22942.71954674221,5735.679886685552
6923,audi,a1,6000.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/a1-sportback/audi-a1-sportback-business-edition-s-line-25-tfsi-7095-kwch-s-tronic/id/4759212,128.0,24.0,2025,28950.0,1,audi a1,6000.0,22951.430267062315,22951.430267062315
6924,audi,a1,79812.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/audi/a1-sportback/audi-a1-sportback-advanced-25-tfsi-7095-kwps-s-tronic/id/4757858,108.0,12.0,2020,19990.0,6,audi a1,13302.0,22951.430267062315,3825.2383778437193
6925,audi,a1,9179.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/a1/allstreet-allstreet-30-tfsi-business-edition-s-tronic/id/4757875,138.0,24.0,2024,29990.0,2,audi a1,4589.5,22719.978021978022,11359.989010989011
6926,audi,a1,5197.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/a1/allstreet-allstreet-30-tfsi-business-edition-s-tronic/id/4755921,136.0,36.0,2024,26950.0,2,audi a1,2598.5,22942.71954674221,11471.359773371105
6927,audi,a1,48086.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/a1-sportback/tfsi-euro-vi-s-line-tronic-garantie1/id/4755795,120.0,12.0,2021,23990.0,5,audi a1,9617.2,22728.946031746033,4545.789206349206
6928,audi,a3,93000.0,manual,Euro 6d,petrol,https://gocar.be/en/cars/audi/a3-sportback/30tfsi-advanced-led-navi-cruise-virtual/id/4753675,106.0,60.0,2021,20190.0,5,audi a3,18600.0,28622.576991150443,5724.515398230089
6929,audi,a3,23896.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/audi/a3-sportback/business-edition-attraction-30-tfsi-110-pk-s-tronic/id/4753942,116.0,24.0,2023,27990.0,3,audi a3,7965.333333333333,28569.252650176677,9523.08421672556
6930,audi,a3,42300.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/a3-sportback/a3-35-tfsi-advanced-s-tronic/id/4753775,120.0,0.0,2022,24290.0,4,audi a3,10575.0,28865.86200716846,7216.465501792115
6931,audi,a1,3609.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/a1-sportback/business-edition-s-line-30-tfsi-85116-kwch-s-tronic/id/4752853,130.0,24.0,2025,40639.0,1,audi a1,3609.0,22728.946031746033,22728.946031746033
6932,audi,a1,84374.0,manual,Euro 6d,petrol,https://gocar.be/en/cars/audi/a1-sportback/25-10tfsi-sportback-25-10tfsi-carplay-pdc-alu/id/4751514,125.0,0.0,2021,15995.0,5,audi a1,16874.8,22942.71954674221,4588.543909348442
6933,audi,a3,112203.0,manual,Euro 6d,petrol,https://gocar.be/en/cars/audi/a3-sportback/audi-a3-sportback-30-tfsi-81110-kwch-6-vitesses/id/4751841,106.0,12.0,2020,18950.0,6,audi a3,18700.5,28569.252650176677,4761.54210836278
6934,audi,a3,40814.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/audi/a3-sportback/35-tfsi-150-pk-s-tronic-automaat/id/4751647,131.0,12.0,2023,27990.0,3,audi a3,13604.666666666666,28622.576991150443,9540.858997050147
6935,audi,a3,15689.0,automatic,Euro 6d,diesel,https://gocar.be/en/cars/audi/a3-sportback/s-line-30-tdi-116-pk-s-tronic-automaat-pano/id/4751645,104.0,24.0,2024,29990.0,2,audi a3,7844.5,28975.79012345679,14487.895061728395
6936,audi,a1,18100.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/audi/a1-sportback/cruise-controllane-assistautomaatcarplay/id/4749208,124.0,12.0,2025,21990.0,1,audi a1,18100.0,22951.430267062315,22951.430267062315
6937,audi,a1,13567.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/audi/a1-sportback/business-edition-advanced-30tfsi-81kw110cv-s-tronic/id/4748577,109.0,12.0,2023,22490.0,3,audi a1,4522.333333333333,22719.978021978022,7573.326007326007
6938,audi,a1,72552.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/a1-sportback/30-tfsi-s-line-automaatledcarplaydab/id/4748784,142.0,12.0,2020,19900.0,6,audi a1,12092.0,22728.946031746033,3788.157671957672
6939,audi,a1,16300.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/a1-sportback/a1-30-tfsi-sport-edition-s-line-s-tronic/id/4747994,128.0,0.0,2024,24600.0,2,audi a1,8150.0,22728.946031746033,11364.473015873016
6940,audi,a1,71253.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/a1-sportback/30-tfsi-s-tronic-pdc-va-limiter-navigatie/id/4745681,129.0,0.0,2021,21495.0,5,audi a1,14250.6,22719.978021978022,4543.9956043956045
6941,audi,a3,59950.0,automatic,Euro 6d,diesel,https://gocar.be/en/cars/audi/a3-sportback/audi-a3-sportback-business-edition-30-tdi-85116-kwch-s-tronic/id/4746424,121.0,12.0,2021,23249.0,5,audi a3,11990.0,28569.252650176677,5713.850530035335
6942,audi,a1,8727.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/a1/allstreet-business-edition-30-tfsi-116-pk-s-tronic-acc-pdc-apple-carplay/id/4746622,137.0,24.0,2024,29990.0,2,audi a1,4363.5,22719.978021978022,11359.989010989011
6943,audi,a3,61.0,automatic,Euro 6,hybrid - petrol,https://gocar.be/en/cars/audi/a3-sportback/phev-s-line-competition-45-tfsi-e-272-pk-s-tronic-open-dak-acc-camera-apple-carplay/id/4746626,8.0,24.0,2025,49990.0,1,audi a3,61.0,28832.272222222222,28832.272222222222
6944,audi,a1,17800.0,manual,Euro 6,petrol,https://gocar.be/en/cars/audi/a1-sportback/audi-a1-sportback-sport-edition-s-line-25-tfsi-7095-kwch-5-vitesses/id/4744205,125.0,48.0,2025,25990.0,1,audi a1,17800.0,22951.430267062315,22951.430267062315
6945,audi,a1,16400.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/a1/allstreet-audi-a1-allstreet-business-edition-30-tfsi-85116-kwch-s-tronic/id/4744204,137.0,24.0,2025,28990.0,1,audi a1,16400.0,22942.71954674221,22942.71954674221
6946,audi,a1,14600.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/audi/a1-sportback/audi-a1-sportback-business-edition-attraction-25-tfsi-7095-kwpk-s-tronic/id/4743443,125.0,24.0,2024,24990.0,2,audi a1,7300.0,22951.430267062315,11475.715133531157
6947,audi,a3,94000.0,manual,Euro 6d,petrol,https://gocar.be/en/cars/audi/a3-sportback/30tfsi-advanced-led-cruise-navi-virtual/id/4741998,106.0,60.0,2021,19990.0,5,audi a3,18800.0,28832.272222222222,5766.454444444445
6948,audi,a1,69336.0,manual,Euro 6,petrol,https://gocar.be/en/cars/audi/a1/25-tfsi-gps-digairco-verwzetels-alu/id/4740315,107.0,12.0,2020,17490.0,6,audi a1,11556.0,22728.946031746033,3788.157671957672
6949,audi,a1,77699.0,manual,Euro 6d,petrol,https://gocar.be/en/cars/audi/a1-sportback/audi-a1-sportback-attraction-25-tfsi-7095-kwch-5-vitesses/id/4740543,107.0,12.0,2022,18950.0,4,audi a1,19424.75,22974.398860398862,5743.5997150997155
6950,audi,a3,79248.0,automatic,Euro 6d,diesel,https://gocar.be/en/cars/audi/a3-sportback/audi-a3-sportback-business-edition-30-tdi-85116-kwpk-s-tronic/id/4740224,121.0,24.0,2021,21700.0,5,audi a3,15849.6,28569.252650176677,5713.850530035335
6951,audi,a3,93338.0,manual,Euro 6d,petrol,https://gocar.be/en/cars/audi/a3-sportback/audi-a3-sportback-attraction-30-tfsi-81110-kwch-6-vitesses/id/4739107,109.0,12.0,2022,20950.0,4,audi a3,23334.5,28622.576991150443,7155.644247787611
6952,audi,a3,38926.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/audi/a3-sportback/s-line-35-tfsi-150-pk-s-tronic-cruise-control-pdc-rear-apple-carplay/id/4739523,134.0,24.0,2024,32490.0,2,audi a3,19463.0,28569.252650176677,14284.626325088338
6953,audi,a3,31195.0,automatic,Euro 6,hybrid - petrol,https://gocar.be/en/cars/audi/a3-sportback/phev-40-tfsie-204-pk-s-tronic-automaat/id/4739376,31.0,12.0,2021,47869.0,5,audi a3,6239.0,28832.272222222222,5766.454444444445
6954,audi,a1,5141.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/audi/a1-sportback/audi-a1-sportback-tfsi-7095-kwch-s-tronic-automatique/id/4739120,124.0,24.0,2024,24990.0,2,audi a1,2570.5,22728.946031746033,11364.473015873016
6955,audi,a3,29512.0,manual,Euro 6d,petrol,https://gocar.be/en/cars/audi/a3-sportback/audi-a3-sportback-sport-edition-35-tfsi-110150-kwch-6-vitesses/id/4736601,136.0,12.0,2023,31950.0,3,audi a3,9837.333333333334,28622.576991150443,9540.858997050147
6956,audi,a3,71199.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/a3-sportback/a3-automaat-camera-dab/id/4737064,118.0,0.0,2020,21900.0,6,audi a3,11866.5,28975.79012345679,4829.298353909465
6957,audi,a1,92289.0,manual,Euro 6,petrol,https://gocar.be/en/cars/audi/a1-sportback/30tfsiadvancedvele-optiestopaanbod/id/4735719,112.0,12.0,2021,15500.0,5,audi a1,18457.8,22951.430267062315,4590.286053412463
6958,audi,a3,5.0,automatic,Euro 6,hybrid - petrol,https://gocar.be/en/cars/audi/a3-sportback/phev-sensoren-vamatrix-ledelektrische-kofferklepacc/id/4733855,7.0,36.0,2025,51800.0,1,audi a3,5.0,28975.79012345679,28975.79012345679
6959,audi,a3,92759.0,manual,Euro 6d,petrol,https://gocar.be/en/cars/audi/a3-sportback/30tfsi-81kw110cv-6v/id/4732866,124.0,12.0,2020,18990.0,6,audi a3,15459.833333333334,28569.252650176677,4761.54210836278
6960,audi,a3,5171.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/a3-sportback/sportback-30-tfsi-business-edition-advanced-s-tronic/id/4733289,121.0,12.0,2024,32490.0,2,audi a3,2585.5,28865.86200716846,14432.93100358423
6961,audi,a1,77136.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/audi/a1-sportback/audi-a1-sportback-25-tfsi-7095-kwch-s-tronic/id/4733290,134.0,12.0,2020,18749.0,6,audi a1,12856.0,22728.946031746033,3788.157671957672
6962,audi,a3,25121.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/audi/a3-sportback/audi-a3-sportback-business-edition-attraction-30-tfsi-81110-kwch-s-tronic/id/4732712,116.0,12.0,2023,27950.0,3,audi a3,8373.666666666666,28975.79012345679,9658.59670781893
6963,audi,a3,10.0,automatic,Euro 6,hybrid - petrol,https://gocar.be/en/cars/audi/a3-sportback/phev-s-line-competition-45-tfsi-e-272-pk-s-tronic-open-dak-acc-camera-apple-carplay/id/4733094,9.0,24.0,2025,49990.0,1,audi a3,10.0,28569.252650176677,28569.252650176677
6964,audi,a1,5823.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/a1-sportback/business-edition-advanced-25tfsi-70kw95cv-s-tronic/id/4732870,127.0,12.0,2024,22749.0,2,audi a1,2911.5,22942.71954674221,11471.359773371105
6965,audi,a1,6338.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/a1/allstreet-30-tfsi-116-pk-s-tronic-acc-camera-apple-carplay/id/4731844,137.0,24.0,2024,29990.0,2,audi a1,3169.0,22974.398860398862,11487.199430199431
6966,audi,a3,71000.0,manual,Euro 6d,petrol,https://gocar.be/en/cars/audi/a3-sportback/30tfsi-advanced-led-navi-cuir-virtual/id/4729010,106.0,60.0,2021,20490.0,5,audi a3,14200.0,28975.79012345679,5795.158024691358
6967,audi,a3,107004.0,automatic,Euro 6d-TEMP,petrol,https://gocar.be/en/cars/audi/a3-sportback/35-tfsi-s-tronic-s-line-sportback-35-tfsi-s-tronic-s-line-gps-leder-led-pdc-alu/id/4729397,146.0,0.0,2020,18995.0,6,audi a3,17834.0,28865.86200716846,4810.977001194743
6968,audi,a3,50000.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/audi/a3-sportback/30tfsi-stronic-adv-led-navi-virtual/id/4729168,99.0,60.0,2022,23490.0,4,audi a3,12500.0,28865.86200716846,7216.465501792115
6969,audi,a1,9100.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/a1-sportback/audi-a1-sportback-business-edition-s-line-30-tfsi-85116-kwch-s-tronic/id/4728502,130.0,36.0,2025,32990.0,1,audi a1,9100.0,22942.71954674221,22942.71954674221
6970,audi,a3,16680.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/audi/a3-sportback/s-line-35-tfsi-150-pk-s-tronic-cruise-control-pdc-rear-apple-carplay/id/4728504,134.0,24.0,2024,32990.0,2,audi a3,8340.0,28865.86200716846,14432.93100358423
6971,audi,a1,15100.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/a1-sportback/audi-a1-sportback-business-edition-s-line-25-tfsi-7095-kwch-s-tronic/id/4726726,129.0,24.0,2025,26990.0,1,audi a1,15100.0,22719.978021978022,22719.978021978022
6972,audi,a1,8000.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/a1-sportback/audi-a1-sportback-business-edition-s-line-25-tfsi-7095-kwpk-s-tronic/id/4726757,127.0,24.0,2025,27990.0,1,audi a1,8000.0,22719.978021978022,22719.978021978022
6973,audi,a1,47750.0,manual,Euro 6,petrol,https://gocar.be/en/cars/audi/a1/tfsi-s-line-admired/id/4728361,120.0,0.0,2017,15900.0,9,audi a1,5305.555555555556,22974.398860398862,2552.7109844887623
6974,audi,a1,15800.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/a1-sportback/audi-a1-sportback-advanced-35-tfsi-110150-kwch-s-tronic/id/4726719,133.0,24.0,2024,31990.0,2,audi a1,7900.0,22974.398860398862,11487.199430199431
6975,audi,a3,10600.0,automatic,Euro 6,hybrid - petrol,https://gocar.be/en/cars/audi/a3-sportback/phev-audi-a3-sportback-advanced-40-tfsi-e-150204-kwpk-s-tronic/id/4726738,7.0,24.0,2025,43990.0,1,audi a3,10600.0,28622.576991150443,28622.576991150443
6976,audi,a3,72000.0,manual,Euro 6d,petrol,https://gocar.be/en/cars/audi/a3-sportback/30tfsi-advanced-cuir-sport-led-parking/id/4721099,106.0,60.0,2021,20490.0,5,audi a3,14400.0,28622.576991150443,5724.515398230089
6977,audi,a1,24230.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/audi/a1-sportback/audi-a1-sportback-attraction-25-tfsi-7095-kwch-s-tronic/id/4720722,132.0,24.0,2023,21990.0,3,audi a1,8076.666666666667,22974.398860398862,7658.132953466287
6978,audi,a3,76000.0,manual,Euro 6d,petrol,https://gocar.be/en/cars/audi/a3-sportback/30tfsi-advanced-led-cruise-navi-virtual/id/4719722,111.0,60.0,2021,19990.0,5,audi a3,15200.0,28569.252650176677,5713.850530035335
6979,audi,a1,60930.0,manual,Euro 6d,petrol,https://gocar.be/en/cars/audi/a1/25-tfsi/id/4719574,127.0,0.0,2019,18500.0,7,audi a1,8704.285714285714,22974.398860398862,3282.05698005698
6980,audi,a3,57000.0,manual,Euro 6d-TEMP,diesel,https://gocar.be/en/cars/audi/a3-sportback/30tdi-navi-xenon-cruise-euro6dt/id/4718465,118.0,60.0,2019,17990.0,7,audi a3,8142.857142857143,28865.86200716846,4123.694572452637
6981,audi,a3,69000.0,manual,Euro 6d,petrol,https://gocar.be/en/cars/audi/a3-sportback/30tfsi-navi-xenon-cruise-euro6dt/id/4718467,111.0,60.0,2020,17490.0,6,audi a3,11500.0,28975.79012345679,4829.298353909465
6982,audi,a3,63000.0,manual,Euro 6d,petrol,https://gocar.be/en/cars/audi/a3-sportback/30tfsi-design-cuir-virtual-led-navi/id/4718464,111.0,60.0,2020,17990.0,6,audi a3,10500.0,28832.272222222222,4805.378703703704
6983,audi,a3,73000.0,manual,Euro 6d,diesel,https://gocar.be/en/cars/audi/a3-sportback/30tdi-carplay-cruise-navi-led/id/4718405,102.0,60.0,2021,21190.0,5,audi a3,14600.0,28622.576991150443,5724.515398230089
6984,audi,a1,7112.0,manual,Euro 6,petrol,https://gocar.be/en/cars/audi/a1-sportback/25-tfsi-advanced-kit-hiver-garantie-jusquau-12092029/id/4717395,123.0,12.0,2024,21749.0,2,audi a1,3556.0,22728.946031746033,11364.473015873016
6985,audi,a1,3326.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/audi/a1-sportback/25-tfsi-advanced-s-tronic-kit-hiver-garantie-jusquau-28012029/id/4717390,107.0,12.0,2024,22749.0,2,audi a1,1663.0,22942.71954674221,11471.359773371105
6986,audi,a1,5798.0,manual,Euro 6,petrol,https://gocar.be/en/cars/audi/a1-sportback/25-tfsi-advanced-kit-hiver-garantie-jusquau-17092029/id/4717397,123.0,12.0,2024,21749.0,2,audi a1,2899.0,22974.398860398862,11487.199430199431
6987,audi,a3,30092.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/audi/a3-sportback/attraction-30-tfsi-110-pk-s-tronic-cruise-control-pdc-apple-carplay/id/4718512,116.0,24.0,2024,27990.0,2,audi a3,15046.0,28832.272222222222,14416.136111111111
6988,audi,a3,85000.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/audi/a3-sportback/35-tfsi-s-line-s-tronic/id/4718212,111.0,0.0,2021,24995.0,5,audi a3,17000.0,28865.86200716846,5773.172401433692
6989,audi,a3,60752.0,automatic,Euro 6d,hybrid - petrol,https://gocar.be/en/cars/audi/a3-sportback/phev-s-line-40-tfsie-tronic-204-pk-plug-in-hybride/id/4716662,31.0,12.0,2020,25990.0,6,audi a3,10125.333333333334,28569.252650176677,4761.54210836278
6990,audi,a3,13000.0,automatic,Euro 6,diesel,https://gocar.be/en/cars/audi/a3-sportback/audi-a3-sportback-s-line-35-tdi-110-kw-s-tronic/id/4715075,134.0,24.0,2025,39990.0,1,audi a3,13000.0,28832.272222222222,28832.272222222222
6991,audi,a3,89108.0,manual,Euro 6,diesel,https://gocar.be/en/cars/audi/a3-sportback/30tdi-6vgpsxenon89000kmtopaanbod/id/4715565,138.0,12.0,2019,15695.0,7,audi a3,12729.714285714286,28975.79012345679,4139.398589065256
6992,audi,a3,7897.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/a3-sportback/business-edition-advanced-30tfsi-s-tronic-vehicule-garanti-jusquau-23092029-ou-100000km/id/4715398,121.0,12.0,2024,32490.0,2,audi a3,3948.5,28569.252650176677,14284.626325088338
6993,audi,a1,22406.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/audi/a1/allstreet-audi-a1-allstreet-business-edition-30-tfsi-81110-kwch-s-tronic/id/4711832,112.0,24.0,2023,25990.0,3,audi a1,7468.666666666667,22974.398860398862,7658.132953466287
6994,audi,a1,31353.0,manual,Euro 6d,petrol,https://gocar.be/en/cars/audi/a1-sportback/audi-a1-sportback-attraction-25-tfsi-7095-kwch-5-vitesses/id/4712226,124.0,24.0,2023,20490.0,3,audi a1,10451.0,22728.946031746033,7576.315343915344
6995,audi,a1,17355.0,manual,Euro 6d,petrol,https://gocar.be/en/cars/audi/a1-sportback/audi-a1-sportback-attraction-25-tfsi-7095-kwch-5-vitesses/id/4711833,0.0,24.0,2023,20990.0,3,audi a1,5785.0,22942.71954674221,7647.573182247404
6996,audi,a1,32741.0,manual,Euro 6d,petrol,https://gocar.be/en/cars/audi/a1-sportback/attraction-25-tfsi-95-pk-5v-pdc-rear-apple-carplay/id/4712228,124.0,24.0,2023,19990.0,3,audi a1,10913.666666666666,22719.978021978022,7573.326007326007
6997,audi,a1,120503.0,manual,Euro 5,diesel,https://gocar.be/en/cars/audi/a1/16-tdi-5p-s-line-competition-pano-gps-cuir/id/4708983,120.0,12.0,2014,13900.0,12,audi a1,10041.916666666666,22719.978021978022,1893.3315018315018
6998,audi,a3,27100.0,automatic,Euro 6d,hybrid - petrol,https://gocar.be/en/cars/audi/a3-sportback/phev-attraction-40-tfsie/id/4710035,24.0,36.0,2024,32990.0,2,audi a3,13550.0,28622.576991150443,14311.288495575222
6999,audi,a3,10504.0,manual,Euro 6b,petrol,https://gocar.be/en/cars/audi/a3-sportback/audi-a3-sport-sportback-10-tfsi-85116-kwps-6-speed/id/4708478,107.0,12.0,2019,19950.0,7,audi a3,1500.5714285714287,28622.576991150443,4088.939570164349
7000,audi,a3,106805.0,manual,Euro 6b,petrol,https://gocar.be/en/cars/audi/a3-sportback/audi-a3-sportback-10-tfsi-85116-kwps-6-speed/id/4708490,104.0,12.0,2018,16950.0,8,audi a3,13350.625,28569.252650176677,3571.1565812720846
7001,audi,a3,1000.0,automatic,Euro 6,diesel,https://gocar.be/en/cars/audi/a3-sportback/s-line-35-tdi/id/4708684,134.0,24.0,2025,51100.0,1,audi a3,1000.0,28832.272222222222,28832.272222222222
7002,audi,a3,25625.0,automatic,Euro 6d,diesel,https://gocar.be/en/cars/audi/a3-sportback/business-edition-attraction-30-tdi-116-ch-s-tronic/id/4707478,121.0,24.0,2024,30990.0,2,audi a3,12812.5,28865.86200716846,14432.93100358423
7004,audi,a1,88896.0,manual,Euro 6d,petrol,https://gocar.be/en/cars/audi/a1/spbk-10tfsi-116cv-6vit-advanced-carplaybtapsja/id/4703844,109.0,12.0,2020,17300.0,6,audi a1,14816.0,22942.71954674221,3823.786591123702
7005,audi,a1,6300.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/audi/a1/allstreet-hogere-instap-30-tfsi-s-tronic/id/4703682,142.0,24.0,2023,27990.0,3,audi a1,2100.0,22719.978021978022,7573.326007326007
