,general_information__brand,general_information__model_clean,mileage,transmission,energy_consumption__emission_class,energy_consumption__fuel,link,energy_consumption__co2_emissions,general_information__warranty,vehicle_history__year,price,vehicle_age,make,mileage_per_year,model_encoded,model_rank_per_year
2902,volkswagen,golf,96411.0,manual,Euro 5,petrol,https://gocar.be/en/cars/volkswagen/golf-cabriolet/12-tsi-bluemotion-stoelverwarming-parkeersensoren-climate-control/id/4890415,139.0,0.0,2014,12490.0,12,volkswagen golf,8034.25,23679.48888888889,1973.2907407407408
2903,volkswagen,golf gti,49824.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/volkswagen/golf-gti/20-tsi-clubsport/id/4888884,166.0,12.0,2022,33199.0,4,volkswagen golf gti,12456.0,33543.642857142855,8385.910714285714
2904,volkswagen,golf variant,66011.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/volkswagen/golf-variant/10-etsi-life-opf-dsgnavifull-ledjapdc/id/4888062,98.0,12.0,2021,19998.0,5,volkswagen golf variant,13202.2,20364.783333333333,4072.9566666666665
2905,volkswagen,caddy,45218.0,manual,Euro 6d,petrol,https://gocar.be/en/cars/volkswagen/caddy/caddy-drive-5-places-15-l-tsi-eu6-84-kw-empattement-court/id/4887817,147.0,12.0,2023,26990.0,3,volkswagen caddy,15072.666666666666,22254.77922077922,7418.259740259739
2906,volkswagen,golf variant,61695.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/volkswagen/golf-variant/10-etsi-life-dsgnavito-panofull-ledjapdc/id/4888071,98.0,12.0,2021,20998.0,5,volkswagen golf variant,12339.0,20464.927536231884,4092.985507246377
2907,volkswagen,golf,125000.0,manual,Euro 6b,petrol,https://gocar.be/en/cars/volkswagen/golf-sw/variant-14-tsi-bmt-comfortline-1eig-goede-staat/id/4887885,123.0,12.0,2018,11499.0,8,volkswagen golf,15625.0,23042.32251521298,2880.2903144016227
2908,volkswagen,golf,20000.0,manual,Euro 6,petrol,https://gocar.be/en/cars/volkswagen/golf-sw/vii-golf-variant-life-business-15-tsi-85-kw-116-ch-6-vitesses-manuel/id/4888014,125.0,12.0,2025,32182.0,1,volkswagen golf,20000.0,23679.48888888889,23679.48888888889
2910,volkswagen,golf,10000.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/volkswagen/golf-sw/viii-golf-variant-life-business-premium-10-etsi-81-kw-110-ch-7-vitesses-dsg/id/4885756,120.0,12.0,2024,29990.0,2,volkswagen golf,5000.0,23664.77142857143,11832.385714285714
2911,volkswagen,golf,10000.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/volkswagen/golf-sw/viii-golf-variant-life-business-premium-10-etsi-81-kw-110-ch-7-vitesses-dsg/id/4885758,120.0,12.0,2024,29990.0,2,volkswagen golf,5000.0,23679.48888888889,11839.744444444445
2912,volkswagen,caddy,15000.0,automatic,Euro 6,hybrid - petrol,https://gocar.be/en/cars/volkswagen/caddy/ehybrid-caddy-wheelbase-korte-wielbasis-engine-15-l-ehybrid-opf-eu6-85-kw-gearbox-6sp-dsg/id/4886549,11.0,12.0,2025,42500.0,1,volkswagen caddy,15000.0,22636.172413793105,22636.172413793105
2913,volkswagen,caddy,34648.0,manual,Euro 6,diesel,https://gocar.be/en/cars/volkswagen/caddy/5-places-20tdi-75kw102cv-6v-empattement-court/id/4886563,1.0,12.0,2024,24790.0,2,volkswagen caddy,17324.0,22890.944444444445,11445.472222222223
2914,volkswagen,golf variant,122097.0,manual,Euro 6d-TEMP,diesel,https://gocar.be/en/cars/volkswagen/golf-variant/16-tdi-join/id/4885975,132.0,12.0,2019,12599.0,7,volkswagen golf variant,17442.428571428572,20364.783333333333,2909.254761904762
2915,volkswagen,arteon,133968.0,automatic,Euro 6d-TEMP,diesel,https://gocar.be/en/cars/volkswagen/arteon/20-tdi-r-line/id/4885978,132.0,12.0,2021,25699.0,5,volkswagen arteon,26793.6,32807.181818181816,6561.436363636363
2916,volkswagen,golf,106000.0,manual,Euro 5,petrol,https://gocar.be/en/cars/volkswagen/golf-cabriolet/life/id/4886614,150.0,0.0,2014,10980.0,12,volkswagen golf,8833.333333333334,23653.36048879837,1971.113374066531
2917,volkswagen,golf variant,110109.0,manual,Euro 6d-TEMP,petrol,https://gocar.be/en/cars/volkswagen/golf-variant/10-tsi-trendline-bluemotion/id/4886684,133.0,12.0,2019,11999.0,7,volkswagen golf variant,15729.857142857143,20442.950819672133,2920.4215456674474
2919,volkswagen,california,20500.0,automatic,Euro 6d,diesel,https://gocar.be/en/cars/volkswagen/california/t61-california-t61-dsg-coastcampervan-in-nieuwstaat/id/4885521,125.0,12.0,2022,62550.0,4,volkswagen california,5125.0,68389.23076923077,17097.30769230769
2920,volkswagen,golf variant,51340.0,manual,Euro 6,diesel,https://gocar.be/en/cars/volkswagen/golf-variant/16tdicomfortlineslechts-51000kmtopauto/id/4885584,104.0,12.0,2020,17500.0,6,volkswagen golf variant,8556.666666666666,19696.924242424244,3282.820707070707
2921,volkswagen,golf variant,10.0,manual,Euro 6,petrol,https://gocar.be/en/cars/volkswagen/golf-variant/life-15-tsi-nieuwe-wagen-acc-camera-carplay/id/4885626,125.0,12.0,2024,26950.0,2,volkswagen golf variant,5.0,20364.783333333333,10182.391666666666
2923,volkswagen,arteon,57280.0,automatic,Euro 6d,hybrid - petrol,https://gocar.be/en/cars/volkswagen/arteon/arteon-shooting-brake-14-hybrid-pano-dsg-r-line/id/4882819,33.0,12.0,2021,30990.0,5,volkswagen arteon,11456.0,32601.85714285714,6520.371428571429
2924,volkswagen,golf gti,45168.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/volkswagen/golf-gti/20-tsi-300-dsg-clubsport-navi-discover-media-led-virtual-cockpit/id/4883373,151.0,3.0,2021,30995.0,5,volkswagen golf gti,9033.6,33543.642857142855,6708.728571428571
2925,volkswagen,caddy maxi,7150.0,automatic,Euro 6,hybrid - petrol,https://gocar.be/en/cars/volkswagen/caddy-maxi/ehybrid-15-tsi-150pk-dsg-7-zit-17-alu-camera-dig-cockpit/id/4883536,35.0,24.0,2025,37850.0,1,volkswagen caddy maxi,7150.0,29606.458333333332,29606.458333333332
2926,volkswagen,caddy,77488.0,manual,Euro 6,diesel,https://gocar.be/en/cars/volkswagen/caddy/carplaycameracapteurs-avarclimregul-tvac/id/4883539,141.0,12.0,2023,22990.0,3,volkswagen caddy,25829.333333333332,22890.944444444445,7630.314814814815
2927,volkswagen,golf gti,105000.0,automatic,Euro 6d-TEMP,petrol super,https://gocar.be/en/cars/volkswagen/golf-gti/performance-navi-pano-dak-full-led-18-alu/id/4882650,143.0,12.0,2019,46000.0,7,volkswagen golf gti,15000.0,34290.34426229508,4898.620608899298
2928,volkswagen,crafter,63563.0,manual,Euro 6,diesel,https://gocar.be/en/van/volkswagen/crafter/laadbrug-carplay-cruisecontrol-airco/id/4883355,190.0,12.0,2023,36950.0,3,volkswagen crafter,21187.666666666668,36558.166666666664,12186.055555555555
2929,volkswagen,crafter,34441.0,automatic,Euro 6d,diesel,https://gocar.be/en/van/volkswagen/crafter/35-fourgon-mwb-hr-l3h3-20-tdi-140-pk-dsg-automaat/id/4882552,252.0,12.0,2023,33990.0,3,volkswagen crafter,11480.333333333334,38320.68656716418,12773.562189054726
2930,volkswagen,golf sportsvan,98000.0,manual,Euro 6b,petrol,https://gocar.be/en/cars/volkswagen/golf-sportsvan/golf-sportsvan-12-tsigpscruisegarantie-12-mois/id/4883668,117.0,12.0,2016,12500.0,10,volkswagen golf sportsvan,9800.0,14245.444444444445,1424.5444444444445
2931,volkswagen,golf variant,121740.0,automatic,Euro 6,diesel,https://gocar.be/en/cars/volkswagen/golf-variant/touring-sport/id/4882633,125.0,0.0,2019,14000.0,7,volkswagen golf variant,17391.428571428572,20464.927536231884,2923.5610766045547
2932,volkswagen,caddy maxi,6150.0,automatic,Euro 6,hybrid - petrol,https://gocar.be/en/cars/volkswagen/caddy-maxi/ehybrid-15-tsi-150pk-dsg-7-zit-17-alu-camera-dig-cockpit/id/4882984,35.0,24.0,2025,37850.0,1,volkswagen caddy maxi,6150.0,30408.48275862069,30408.48275862069
2933,volkswagen,golf variant,18326.0,manual,Euro 6d,petrol,https://gocar.be/en/cars/volkswagen/golf-variant/15-tsi-style-business-premium-alcantara-led-gps-pdc-cam-pano-keyless-verw-zetels-acc/id/4883015,130.0,12.0,2024,28690.0,2,volkswagen golf variant,9163.0,20364.783333333333,10182.391666666666
2934,volkswagen,golf gti,27268.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/volkswagen/golf-gti/20-tsi-245-dsg-pano-gps-pro-led-alu19-adelaide/id/4883370,0.0,3.0,2024,49714.0,2,volkswagen golf gti,13634.0,33412.08620689655,16706.043103448275
2935,volkswagen,crafter,54007.0,manual,Euro 6,diesel,https://gocar.be/en/van/volkswagen/crafter/20-tdi-l3h3-navitrekhaakcarplaypdc-va/id/4881409,225.0,12.0,2024,31495.0,2,volkswagen crafter,27003.5,38171.65714285714,19085.82857142857
2936,volkswagen,caddy,56048.0,manual,Euro 5,petrol,https://gocar.be/en/cars/volkswagen/caddy/12i-5-places-faible-km-garantie-1an-56oookm/id/4881716,125.0,12.0,2013,10950.0,13,volkswagen caddy,4311.384615384615,22254.77922077922,1711.9060939060937
2937,volkswagen,crafter,67305.0,automatic,Euro 6d,diesel,https://gocar.be/en/van/volkswagen/crafter/35-fourgon-lwb-hr-l4h3automaat177pkgpscarplaytopwaybe/id/4882321,255.0,12.0,2023,39990.0,3,volkswagen crafter,22435.0,38320.68656716418,12773.562189054726
2939,volkswagen,caddy,30500.0,manual,Euro 6,diesel,https://gocar.be/en/van/volkswagen/caddy/20-tdi/id/4881986,127.0,12.0,2023,24990.0,3,volkswagen caddy,10166.666666666666,22890.944444444445,7630.314814814815
2941,volkswagen,golf sportsvan,121000.0,manual,Euro 6,petrol,https://gocar.be/en/cars/volkswagen/golf-sportsvan/12tsibluemotionnavicamera1ste-eiggarantie/id/4882279,125.0,12.0,2015,10950.0,11,volkswagen golf sportsvan,11000.0,14245.444444444445,1295.0404040404042
2942,volkswagen,golf variant,26663.0,manual,Euro 6d,petrol,https://gocar.be/en/cars/volkswagen/golf-variant/10-tsi-comfortline-bluemotion/id/4880523,129.0,12.0,2020,16899.0,6,volkswagen golf variant,4443.833333333333,19696.924242424244,3282.820707070707
2943,volkswagen,crafter,30756.0,automatic,Euro 6d,diesel,https://gocar.be/en/van/volkswagen/crafter/crafter-35-4motion-20tdi-177pk-aut-l5h3-lang/id/4881149,271.0,6.0,2023,43560.0,3,volkswagen crafter,10252.0,36558.166666666664,12186.055555555555
2944,volkswagen,california,10031.0,automatic,Euro 6,diesel,https://gocar.be/en/cars/volkswagen/california/t7-california-dsg-ocean-acc-slechts-10031-km/id/4881180,179.0,19.0,2025,71995.0,1,volkswagen california,10031.0,66694.70588235294,66694.70588235294
2945,volkswagen,caddy maxi,11497.0,automatic,Euro 6,hybrid - petrol,https://gocar.be/en/cars/volkswagen/caddy-maxi/phev-style-7plaats-dsg-11497km-garantie/id/4879908,11.0,0.0,2025,39990.0,1,volkswagen caddy maxi,11497.0,29108.51923076923,29108.51923076923
2946,volkswagen,caddy,30141.0,manual,Euro 6,diesel,https://gocar.be/en/cars/volkswagen/caddy/20tdi-bmt-drive/id/4881001,128.0,12.0,2024,27490.0,2,volkswagen caddy,15070.5,23152.14285714286,11576.07142857143
2947,volkswagen,california,10031.0,automatic,Euro 6,diesel,https://gocar.be/en/cars/volkswagen/california/t7-california-dsg-ocean-acc-slechts-10031-km/id/4880023,179.0,0.0,2025,71995.0,1,volkswagen california,10031.0,66694.70588235294,66694.70588235294
2948,volkswagen,golf gti,67209.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/volkswagen/golf-gti/20-tsi-benzine-automaat-nav-leder-led-garantie/id/4879208,149.0,12.0,2020,26999.0,6,volkswagen golf gti,11201.5,33412.08620689655,5568.681034482758
2949,volkswagen,golf,19999.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/volkswagen/golf-sw/vii-life-businessdemo-dispo-pour-fin-aout2025/id/4878901,124.0,12.0,2025,30990.0,1,volkswagen golf,19999.0,23653.36048879837,23653.36048879837
2950,volkswagen,arteon,117195.0,automatic,Euro 6d,diesel,https://gocar.be/en/cars/volkswagen/arteon/arteon-20-tdi-scr-r-line-dsg-toit-pano-camera-led/id/4879329,110.0,11.0,2020,23750.0,6,volkswagen arteon,19532.5,32601.85714285714,5433.642857142857
2951,volkswagen,caddy,105000.0,manual,Euro 6d-TEMP,diesel,https://gocar.be/en/van/volkswagen/caddy/20-tdi-utilitaire-5-places-carplay-camera/id/4878345,126.0,12.0,2020,17950.0,6,volkswagen caddy,17500.0,22890.944444444445,3815.1574074074074
2952,volkswagen,golf variant,86232.0,manual,Euro 6,diesel,https://gocar.be/en/cars/volkswagen/golf-variant/8-20tdi-6vlifegpsledmodel-2021topaanbod/id/4878704,102.0,12.0,2020,18500.0,6,volkswagen golf variant,14372.0,20364.783333333333,3394.1305555555555
2953,volkswagen,caddy maxi,32118.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/volkswagen/caddy-maxi/14-tsi-trendline-bluemotion/id/4878229,175.0,12.0,2020,27999.0,6,volkswagen caddy maxi,5353.0,30408.48275862069,5068.080459770114
2954,volkswagen,golf gti,59262.0,automatic,Euro 6d-TEMP,petrol,https://gocar.be/en/cars/volkswagen/golf-gti/20-tsi/id/4878533,171.0,12.0,2023,32799.0,3,volkswagen golf gti,19754.0,34290.34426229508,11430.11475409836
2955,volkswagen,caddy,82063.0,automatic,Euro 6d,electric,https://gocar.be/en/cars/volkswagen/caddy/14-tsi-130-cv-dsg-5pl-clim-etc/id/4878236,125.0,12.0,2020,17990.0,6,volkswagen caddy,13677.166666666666,22890.944444444445,3815.1574074074074
2957,volkswagen,golf gti,33000.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/volkswagen/golf-gti/20-tsi-clubsport-opf-dsg/id/4878367,151.0,0.0,2021,35850.0,5,volkswagen golf gti,6600.0,33543.642857142855,6708.728571428571
2958,volkswagen,caddy maxi,138161.0,automatic,Euro 5,diesel,https://gocar.be/en/cars/volkswagen/caddy-maxi-life/16-cr-tdi-dsg-5pl-long-chassis/id/4877496,152.0,12.0,2015,12990.0,11,volkswagen caddy maxi,12560.09090909091,29108.51923076923,2646.229020979021
2959,volkswagen,caddy,16009.0,manual,Euro 6d,diesel,https://gocar.be/en/van/volkswagen/caddy/van-cargobluetoothclimcruise-controlplancher-bois/id/4877292,141.0,12.0,2024,22490.0,2,volkswagen caddy,8004.5,22890.944444444445,11445.472222222223
2960,volkswagen,crafter,130000.0,manual,Euro 6d,diesel,https://gocar.be/en/van/volkswagen/crafter/maxi-20tdi-l4-h3-camera-360-carplay/id/4877179,179.0,12.0,2022,24900.0,4,volkswagen crafter,32500.0,38320.68656716418,9580.171641791045
2961,volkswagen,golf gti,64042.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/volkswagen/golf-gti/viii-clubsport-20-tsi-300-pk-dsg-automaat/id/4875955,171.0,12.0,2021,33990.0,5,volkswagen golf gti,12808.4,34290.34426229508,6858.068852459017
2962,volkswagen,crafter,42500.0,manual,Euro 6d,diesel,https://gocar.be/en/van/volkswagen/crafter/20-l-d-l3-h2-navi-cam-20900-btw/id/4875576,207.0,12.0,2021,25289.0,5,volkswagen crafter,8500.0,38320.68656716418,7664.137313432836
2963,volkswagen,caddy,132248.0,manual,Euro 6d,diesel,https://gocar.be/en/van/volkswagen/caddy/cargo-20-tdi-trend-airco-cruise-control-mf-stuurwiel-trekhaak/id/4875588,128.0,0.0,2022,15597.0,4,volkswagen caddy,33062.0,23152.14285714286,5788.035714285715
2965,volkswagen,caddy,74472.0,manual,Euro 6,diesel,https://gocar.be/en/cars/volkswagen/caddy/20-tdi-90-kw-manueel-business-pdc-voorachter-trekhaak-dubbele-schuifdeur/id/4875879,128.0,0.0,2021,23844.0,5,volkswagen caddy,14894.4,22218.133333333335,4443.626666666667
2966,volkswagen,golf variant,74513.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/volkswagen/golf-variant/15-etsi-life-dsg-130/id/4874962,125.0,0.0,2021,19950.0,5,volkswagen golf variant,14902.6,20364.783333333333,4072.9566666666665
2967,volkswagen,amarok,10000.0,automatic,Euro 6d,diesel,https://gocar.be/en/cars/volkswagen/amarok/double-cab-amarok-wheelbase-3270-mm-engine-30-tdi-177-kw-gearbox/id/4875440,267.0,12.0,2025,61710.0,1,volkswagen amarok,10000.0,46900.57142857143,46900.57142857143
2968,volkswagen,golf,93379.0,manual,Euro 6d,diesel,https://gocar.be/en/cars/volkswagen/golf-sw/16tdi-camera/id/4875574,97.0,12.0,2020,15990.0,6,volkswagen golf,15563.166666666666,23653.36048879837,3942.226748133062
2969,volkswagen,caddy maxi,93900.0,automatic,Euro 6d,diesel,https://gocar.be/en/cars/volkswagen/caddy-maxi/caddy-20-tdi-7-places-automatique-tva-recup/id/4875718,141.0,12.0,2019,22990.0,7,volkswagen caddy maxi,13414.285714285714,30784.5,4397.785714285715
2970,volkswagen,caddy maxi,101576.0,manual,Euro 6d,diesel,https://gocar.be/en/cars/volkswagen/caddy-maxi/20-tdi-trendline-bluemotion/id/4875738,153.0,12.0,2019,18699.0,7,volkswagen caddy maxi,14510.857142857143,30408.48275862069,4344.068965517241
2972,volkswagen,caddy maxi,28919.0,manual,Euro 6d-TEMP,diesel,https://gocar.be/en/cars/volkswagen/caddy-maxi/20-tdi-style/id/4874515,134.0,12.0,2024,33499.0,2,volkswagen caddy maxi,14459.5,29108.51923076923,14554.259615384615
2973,volkswagen,caddy,31763.0,manual,Euro 6d,diesel,https://gocar.be/en/van/volkswagen/caddy/van-cargo-20-l-tdi-102pk-cruise-control-sensoren-achteraan-bluetooth/id/4874608,127.0,12.0,2023,19999.0,3,volkswagen caddy,10587.666666666666,22218.133333333335,7406.044444444445
2974,volkswagen,caddy,9692.0,manual,Euro 6d,petrol,https://gocar.be/en/van/volkswagen/caddy/van-caddy-cargo-15-l-tsi-114pk-parkeersensoren-achteraan-cruise-control-bluetooth/id/4874612,145.0,12.0,2024,20970.0,2,volkswagen caddy,4846.0,22218.133333333335,11109.066666666668
2976,volkswagen,caddy,40309.0,automatic,Euro 6,diesel,https://gocar.be/en/van/volkswagen/caddy/20-tdi-122-dsg-california-navi-discover-media-privacy-glass/id/4874494,125.0,3.0,2021,43970.0,5,volkswagen caddy,8061.8,22218.133333333335,4443.626666666667
2977,volkswagen,golf gti,37707.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/volkswagen/golf-gti/clubsport-dsg/id/4874398,168.0,12.0,2022,32950.0,4,volkswagen golf gti,9426.75,34290.34426229508,8572.58606557377
2979,volkswagen,crafter,6900.0,automatic,Euro 6,diesel,https://gocar.be/en/van/volkswagen/crafter/35-fou-mwb-hr-crafter-35-fourgon-l3h3-3640-mm-20-tdi-euro-vi-e-scr-rwd-163ch-120kw-boite-8-vitesses-automatique/id/4873385,289.0,12.0,2025,48990.0,1,volkswagen crafter,6900.0,38320.68656716418,38320.68656716418
2980,volkswagen,golf,23100.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/volkswagen/golf-sw/viii-golf-variant-life-business-10-etsi-81-kw-110-pk-7-versnellingen-dsg/id/4873390,119.0,12.0,2024,22990.0,2,volkswagen golf,11550.0,23679.48888888889,11839.744444444445
2981,volkswagen,arteon,105194.0,manual,Euro 6d-TEMP,diesel,https://gocar.be/en/cars/volkswagen/arteon/20-tdi-scr-elegance-premium-nappa-ledercuir-led-gps-pdc-cam-keyless-blis-massverw-zetels-acc/id/4873287,127.0,12.0,2020,22990.0,6,volkswagen arteon,17532.333333333332,32033.484848484848,5338.914141414141
2982,volkswagen,caddy maxi,36737.0,manual,Euro 6d,petrol,https://gocar.be/en/cars/volkswagen/caddy-maxi/maxistyle7-placescarplaycruise-controlcapteurs-avar/id/4871867,156.0,12.0,2023,29990.0,3,volkswagen caddy maxi,12245.666666666666,29606.458333333332,9868.819444444443
2983,volkswagen,golf,49351.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/volkswagen/golf-sw/viii-golf-variant-r-line-business-premium-10-etsi-81-kw-110-pk-7-versnellingen-dsg/id/4873089,123.0,12.0,2024,29490.0,2,volkswagen golf,24675.5,23042.32251521298,11521.16125760649
2984,volkswagen,caddy maxi,10000.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/volkswagen/caddy-maxi/caddy-maxi-style-empattement-long-15-tsi-85kw-dsg-7/id/4873112,159.0,12.0,2025,43560.0,1,volkswagen caddy maxi,10000.0,29108.51923076923,29108.51923076923
2985,volkswagen,caddy,1589.0,manual,Euro 6,diesel,https://gocar.be/en/van/volkswagen/caddy/van-cargo-20tdi-102pk-trekhaaklichte-vrachtzetelverwarmingcruisepdc-demo/id/4873113,142.0,12.0,2024,27490.0,2,volkswagen caddy,794.5,22890.944444444445,11445.472222222223
2986,volkswagen,golf sportsvan,110000.0,automatic,Euro 6b,petrol,https://gocar.be/en/cars/volkswagen/golf-sportsvan/14-tsi-allstardsgpdcairco-bi-zonecruise/id/4870906,120.0,12.0,2016,12490.0,10,volkswagen golf sportsvan,11000.0,14245.444444444445,1424.5444444444445
2987,volkswagen,arteon,84000.0,automatic,Euro 6d,diesel,https://gocar.be/en/cars/volkswagen/arteon/arteon-20-tdi-scr-elegance-dsg/id/4870915,125.0,0.0,2020,26900.0,6,volkswagen arteon,14000.0,32033.484848484848,5338.914141414141
2988,volkswagen,crafter,3617.0,manual,Euro 6d,diesel,https://gocar.be/en/van/volkswagen/crafter/35-fourgon-mwb-hr-crafter-35-bestelwagen-l3h3-3640-mm-20-tdi-eu6-ea-scr-fwd-140pk-103kw-versnellingsbak-6v/id/4871416,232.0,12.0,2025,40300.0,1,volkswagen crafter,3617.0,38320.68656716418,38320.68656716418
2989,volkswagen,crafter,42594.0,manual,Euro 6d-TEMP,diesel,https://gocar.be/en/van/volkswagen/crafter/verkocht-crafter-35-tdi-ha-trendline/id/4871448,125.0,0.0,2019,28000.0,7,volkswagen crafter,6084.857142857143,37573.561643835616,5367.651663405088
2990,volkswagen,golf variant,59769.0,automatic,Euro 6d,diesel,https://gocar.be/en/cars/volkswagen/golf-variant/viii-golf-variant-life-20-tdi-scr-85-kw-116-pk-7-versnellingen-dsg/id/4871635,122.0,12.0,2023,24950.0,3,volkswagen golf variant,19923.0,20442.950819672133,6814.316939890711
2991,volkswagen,caddy maxi,34628.0,manual,Euro 6d,diesel,https://gocar.be/en/van/volkswagen/caddy-maxi/van-20-tdi-102-pk-6v-airco-bluetooth/id/4869648,129.0,12.0,2024,24290.0,2,volkswagen caddy maxi,17314.0,29606.458333333332,14803.229166666666
2992,volkswagen,golf variant,78633.0,manual,Euro 5,petrol,https://gocar.be/en/cars/volkswagen/golf-variant/12-tsi-carat-bluemotion/id/4869668,117.0,12.0,2015,11399.0,11,volkswagen golf variant,7148.454545454545,20464.927536231884,1860.4479578392622
2993,volkswagen,golf gti,40993.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/volkswagen/golf-gti/20-tsi-245-dsg-navi-discover-media-iq-led-lights/id/4870007,149.0,3.0,2021,43950.0,5,volkswagen golf gti,8198.6,34138.92537313433,6827.785074626865
2994,volkswagen,golf variant,57278.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/volkswagen/golf-variant/10-etsi-life-dsg-carplay-led-pdc-avar/id/4870116,119.0,12.0,2023,21998.0,3,volkswagen golf variant,19092.666666666668,20364.783333333333,6788.261111111111
2995,volkswagen,crafter,28708.0,automatic,Euro 6d,diesel,https://gocar.be/en/van/volkswagen/crafter/35-fourgon-mwb-hr-l3h3-20tdi-103kw140cv-bte-auto/id/4868209,247.0,12.0,2024,44990.0,2,volkswagen crafter,14354.0,37869.93939393939,18934.969696969696
2996,volkswagen,caddy,96000.0,automatic,Euro 6b,diesel,https://gocar.be/en/van/volkswagen/caddy/20-cr-tdi-scr-dsg-eu6/id/4868290,125.0,0.0,2019,14950.0,7,volkswagen caddy,13714.285714285714,22218.133333333335,3174.019047619048
2997,volkswagen,golf gti,137121.0,manual,Euro 5,petrol,https://gocar.be/en/cars/volkswagen/golf-gti/20-tsi-akrapovic-pdc-clim-xenon-navi-carnet-eu5/id/4869277,125.0,0.0,2011,10490.0,15,volkswagen golf gti,9141.4,33543.642857142855,2236.242857142857
2998,volkswagen,golf variant,20714.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/volkswagen/golf-variant/life-10-e-tsi-110-ch-dsg/id/4868256,119.0,12.0,2024,25990.0,2,volkswagen golf variant,10357.0,20464.927536231884,10232.463768115942
3000,volkswagen,arteon,58405.0,automatic,Euro 6d,hybrid - petrol,https://gocar.be/en/cars/volkswagen/arteon/shooting-brake-ehybrid-plug-in-218pk-panocamera/id/4866185,125.0,12.0,2022,28990.0,4,volkswagen arteon,14601.25,32457.02564102564,8114.25641025641
3002,volkswagen,golf gti,87997.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/volkswagen/golf-gti/20-tsi-gti-performance-bluemotion/id/4866610,166.0,12.0,2019,22699.0,7,volkswagen golf gti,12571.0,34138.92537313433,4876.989339019189
3003,volkswagen,golf variant,12900.0,manual,Euro 6d,diesel,https://gocar.be/en/cars/volkswagen/golf-variant/viii-golf-variant-life-business-20-tdi-scr-85-kw-116-pk-6-versnellingen-manueel/id/4866817,112.0,12.0,2025,25990.0,1,volkswagen golf variant,12900.0,20083.333333333332,20083.333333333332
3004,volkswagen,golf,13400.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/volkswagen/golf-sw/viii-variant-life-business-premium-15-etsi-110-kw-150-ch-7/id/4866820,129.0,12.0,2025,27990.0,1,volkswagen golf,13400.0,23775.374741200827,23775.374741200827
3005,volkswagen,golf,43900.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/volkswagen/golf-sw/viii-golf-wagon-life-10-l-etsi-gpf-81-kw-110-ps-7-speed-dual-clutch-transmission-dsg/id/4866826,98.0,24.0,2024,26990.0,2,volkswagen golf,21950.0,23664.77142857143,11832.385714285714
3006,volkswagen,crafter,78642.0,manual,Euro 6d,diesel,https://gocar.be/en/van/volkswagen/crafter/35-fourgon-mwb-hr-crafter-20-tdi-140pk-achteruitrijcamera-cruise-control/id/4865168,239.0,12.0,2023,27970.0,3,volkswagen crafter,26214.0,38320.68656716418,12773.562189054726
3007,volkswagen,golf variant,122208.0,manual,Euro 5,petrol,https://gocar.be/en/cars/volkswagen/golf-variant/14-tsi-highline-bluemotion-tech/id/4865262,123.0,12.0,2015,10399.0,11,volkswagen golf variant,11109.818181818182,20364.783333333333,1851.3439393939393
3008,volkswagen,golf gti,74507.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/volkswagen/golf-gti/20-clubsport-300pk/id/4865683,166.0,12.0,2021,31980.0,5,volkswagen golf gti,14901.4,33543.642857142855,6708.728571428571
3010,volkswagen,golf variant,95112.0,manual,Euro 6d,diesel,https://gocar.be/en/cars/volkswagen/golf-variant/viii-new-golf-variant-life-20-tdi-scr-85-kw-115-ch-6-vitesses-manuel/id/4865781,102.0,12.0,2021,17950.0,5,volkswagen golf variant,19022.4,20442.950819672133,4088.5901639344265
3011,volkswagen,golf variant,93698.0,automatic,Euro 6,diesel,https://gocar.be/en/cars/volkswagen/golf-variant/20tdi-dsg-gps-digairco-apple-carplay-and/id/4864568,119.0,12.0,2022,20990.0,4,volkswagen golf variant,23424.5,20464.927536231884,5116.231884057971
3012,volkswagen,caddy maxi,10.0,manual,Euro 6,diesel,https://gocar.be/en/van/volkswagen/caddy-maxi-life/cargo/id/4863475,121.0,24.0,2025,30990.0,1,volkswagen caddy maxi,10.0,30408.48275862069,30408.48275862069
