,price,mileage,energy_consumption__co2_emissions,general_information__warranty,vehicle_age,model_encoded,model_rank_per_year,transmission_automatic,transmission_manual,energy_consumption__emission_class_Euro 5,energy_consumption__emission_class_Euro 6,energy_consumption__emission_class_Euro 6b,energy_consumption__emission_class_Euro 6c,energy_consumption__emission_class_Euro 6d,energy_consumption__emission_class_Euro 6d-TEMP,energy_consumption__emission_class_Euro 6d-TEMP-EVAP,energy_consumption__emission_class_Euro 6e,energy_consumption__fuel_diesel,energy_consumption__fuel_electric,energy_consumption__fuel_hybrid,energy_consumption__fuel_hybrid - diesel,energy_consumption__fuel_hybrid - petrol,energy_consumption__fuel_petrol,energy_consumption__fuel_petrol super,general_information__brand_audi,general_information__brand_bmw,general_information__brand_ford,general_information__brand_kia,general_information__brand_mercedes,general_information__brand_peugeot,general_information__brand_volkswagen,general_information__brand_volvo
3865,18990.0,-0.6472590353450415,-0.18512172667512639,0.0034603530597136587,0.2524329617563771,-1.014879090230866,-0.702060869748928,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3866,20090.0,-0.7045566988144416,0.13434546856439666,0.0034603530597136587,-0.8438030449151518,-0.9805349490914451,-0.18318795807720994,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3867,21700.0,-1.3854262233509649,0.054478669754515895,0.0034603530597136587,-0.8438030449151518,-0.9708510835482969,-0.17793837613806485,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3868,10490.0,1.5703757817868425,-0.10525492786524562,0.0034603530597136587,0.9832569662040631,-0.9805349490914451,-0.7920281807930802,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3870,15995.0,1.5727189102026142,0.27411236648168796,-1.0111500583649125,0.2524329617563771,-0.9708510835482969,-0.6925139123828828,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3871,11899.0,0.09458631936005882,0.21421226737427743,0.0034603530597136587,0.61784496398022,-0.9805349490914451,-0.751438832612022,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3872,15999.0,0.8887706239104837,0.19424556767180723,0.0034603530597136587,0.2524329617563771,-1.014879090230866,-0.702060869748928,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3873,24990.0,-1.385289994954699,0.13434546856439666,0.0034603530597136587,-1.2092150471389949,-1.0131077707533946,0.6338731801423785,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3874,13990.0,0.18637701276396226,0.2341789670767476,-1.0111500583649125,0.2524329617563771,-1.0131077707533946,-0.7016767798750668,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3875,19290.0,-0.7810353204780679,0.21421226737427743,0.0034603530597136587,-0.8438030449151518,-0.9805349490914451,-0.18318795807720994,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3877,20990.0,-0.47228728318123386,0.21421226737427743,0.0034603530597136587,-0.8438030449151518,-0.9734294369749218,-0.17933609046204363,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3878,22945.0,1.348432478590583,0.2341789670767476,-1.0111500583649125,0.2524329617563771,-0.06331148925950271,-0.49572458514533574,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3881,21990.0,-0.08471749580500161,0.8132132584483831,0.0034603530597136587,0.9832569662040631,-0.7305443817319205,-0.7533085198265316,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3882,12800.0,1.1209038111474257,0.19424556767180723,-1.0111500583649125,1.348668968427906,-0.9805349490914451,-0.8224701919288737,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3883,28990.0,0.06627805861602329,0.2541456667792178,0.0034603530597136587,-0.47839104269130883,-0.09753106839856171,-0.14819831995614266,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3884,19490.0,-0.77433288338179,0.19424556767180723,0.0034603530597136587,-0.11297904046746587,-0.9734294369749218,-0.6074501801707359,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3885,28995.0,-1.0214784398872243,0.2940790661841582,-1.0111500583649125,-0.8438030449151518,-0.9708510835482969,-0.17793837613806485,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3886,24990.0,-1.3853172406339522,0.13434546856439666,0.0034603530597136587,-1.2092150471389949,-1.0131077707533946,0.6338731801423785,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3887,24990.0,-1.3853444863132054,0.13434546856439666,0.0034603530597136587,-1.2092150471389949,-0.9708510835482969,0.6796875176032985,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3888,17999.0,1.1415015446628163,0.5935795617212111,0.0034603530597136587,0.9832569662040631,-0.0996583884331721,-0.6555940659289932,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3889,24900.0,0.7543676881546346,0.2341789670767476,-1.0111500583649125,-0.47839104269130883,-0.0996583884331721,-0.14896712732841316,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3891,34950.0,-1.2222246046245233,0.19424556767180723,0.0034603530597136587,-1.2092150471389949,-0.06331148925950271,1.6636341537910342,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3892,12500.0,1.7008553397302362,0.19424556767180723,-1.0111500583649125,0.61784496398022,-0.9734294369749218,-0.7501548767403,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3893,28995.0,-1.2333408417598135,0.2940790661841582,-1.0111500583649125,-0.8438030449151518,-1.0131077707533946,-0.20084554486852488,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3894,21990.0,-0.5383580553701521,0.35397916529156875,0.0034603530597136587,-0.8438030449151518,-1.0131077707533946,-0.20084554486852488,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3895,23990.0,-1.1568349744169342,0.11437876886192647,0.0034603530597136587,-1.2092150471389949,-0.9734294369749218,0.6768920889553409,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3896,31651.0,-0.3220546077792975,0.21421226737427743,0.0034603530597136587,-0.8438030449151518,-0.9708510835482969,-0.17793837613806485,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3897,19985.0,1.9479736505564171,0.27411236648168796,0.0034603530597136587,0.2524329617563771,-0.06331148925950271,-0.49572458514533574,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3898,23990.0,-1.1370001199206319,0.15431216826686683,1.0180707644843399,-0.8438030449151518,-1.0131077707533946,-0.20084554486852488,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3899,15250.0,-0.2663371937065808,0.19424556767180723,-1.0111500583649125,0.2524329617563771,-1.0131077707533946,-0.7016767798750668,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3900,19290.0,-0.3332525819523472,0.21421226737427743,0.0034603530597136587,-0.8438030449151518,-0.9805349490914451,-0.18318795807720994,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3901,28995.0,-1.2096915921680687,0.2940790661841582,-1.0111500583649125,-0.8438030449151518,-0.9805349490914451,-0.18318795807720994,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3902,28995.0,-1.2222246046245233,0.2940790661841582,-1.0111500583649125,-0.8438030449151518,-0.9805349490914451,-0.18318795807720994,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3903,19900.0,-1.1827456153866913,0.2541456667792178,0.0034603530597136587,0.61784496398022,-0.9734294369749218,-0.7501548767403,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3904,16970.0,-0.23219835760236857,0.2341789670767476,0.0034603530597136587,-0.47839104269130883,-0.9805349490914451,-0.467313395344616,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3906,15990.0,-0.13239743449803545,0.09441206915945627,0.0034603530597136587,0.2524329617563771,-1.0131077707533946,-0.7016767798750668,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3907,19990.0,-0.8425015728732018,0.19424556767180723,0.0034603530597136587,-0.47839104269130883,-0.9805349490914451,-0.467313395344616,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3908,18950.0,-0.7321020805393885,-0.18512172667512639,0.0034603530597136587,-0.47839104269130883,-0.9708510835482969,-0.46381367405185264,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3909,18740.0,0.7279938706375736,0.27411236648168796,-1.0111500583649125,0.2524329617563771,-1.014879090230866,-0.702060869748928,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3910,25500.0,-0.12419648504283362,-1.7624910031702714,0.0034603530597136587,-0.11297904046746587,-0.07026690906765551,-0.36264991557137705,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
3911,24390.0,-1.1132418876118746,0.13434546856439666,0.0034603530597136587,-1.2092150471389949,-0.9734294369749218,0.6768920889553409,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3912,13450.0,1.332112316717939,-0.1651550269726562,0.0034603530597136587,0.61784496398022,-0.9805349490914451,-0.751438832612022,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3913,21850.0,-0.7631349092087403,-0.005421429352894675,0.0034603530597136587,-0.8438030449151518,-0.9708510835482969,-0.17793837613806485,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3914,20495.0,1.9001574834671173,0.6335129611261514,-1.0111500583649125,0.9832569662040631,-0.07026690906765551,-0.651041781703399,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3915,19940.0,1.2687388667750836,0.2341789670767476,-1.0111500583649125,-0.11297904046746587,-0.9734294369749218,-0.6074501801707359,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3917,19990.0,1.0794358873241128,0.7133797599360322,0.0034603530597136587,0.61784496398022,-0.0996583884331721,-0.5922656986039206,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3918,22490.0,0.6081128819236599,-0.145188327270186,0.0034603530597136587,-0.11297904046746587,-0.06331148925950271,-0.3607646639618126,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3919,16690.0,1.2165361453260248,0.07444536945698609,-1.0111500583649125,-0.11297904046746587,-0.9734294369749218,-0.6074501801707359,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3920,18950.0,1.1589115337055869,-0.20508842637759658,0.0034603530597136587,-0.47839104269130883,-1.014879090230866,-0.47972526966192786,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3921,23495.0,1.1581759003657515,0.19424556767180723,-1.0111500583649125,0.2524329617563771,-0.0996583884331721,-0.5036059843488191,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
3922,18300.0,-0.6872012011301772,-0.24502182578253695,0.0034603530597136587,-0.47839104269130883,-0.9805349490914451,-0.467313395344616,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3923,19999.0,-0.6777197047500768,0.19424556767180723,0.0034603530597136587,-0.47839104269130883,-1.0131077707533946,-0.4790851198721593,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3924,14990.0,0.9108123784262919,0.2541456667792178,0.0034603530597136587,0.2524329617563771,-1.0131077707533946,-0.7016767798750668,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3925,12250.0,1.8401897434309074,0.19424556767180723,0.0034603530597136587,0.9832569662040631,-1.014879090230866,-0.7973475555004995,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3926,31900.0,0.7930565526941249,0.2341789670767476,-1.0111500583649125,-0.47839104269130883,-0.0996583884331721,-0.14896712732841316,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3927,24252.0,-1.2222246046245233,0.13434546856439666,0.0034603530597136587,-1.2092150471389949,-1.0131077707533946,0.6338731801423785,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3928,24252.0,-0.772670896947347,0.13434546856439666,0.0034603530597136587,-1.2092150471389949,-0.9805349490914451,0.6691883537250083,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3929,24252.0,-1.2494702838776854,0.13434546856439666,0.0034603530597136587,-1.2092150471389949,-0.9734294369749218,0.6768920889553409,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3930,24252.0,-1.2494702838776854,0.13434546856439666,0.0034603530597136587,-1.2092150471389949,-1.014879090230866,0.6319527307730728,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3931,24252.0,-1.2494702838776854,0.13434546856439666,0.0034603530597136587,-1.2092150471389949,-1.014879090230866,0.6319527307730728,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3932,19500.0,1.6658173962106695,0.19424556767180723,-1.0111500583649125,0.2524329617563771,-0.09753106839856171,-0.5031446999254569,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
3933,24850.0,-0.9538546639808757,0.27411236648168796,0.0034603530597136587,-0.8438030449151518,-1.0131077707533946,-0.20084554486852488,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3934,27990.0,0.11281367878042432,-0.08528822816277544,0.0034603530597136587,0.2524329617563771,-0.09753106839856171,-0.5031446999254569,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3935,29995.0,-1.3854262233509649,0.6734463605310917,-1.0111500583649125,-1.2092150471389949,-1.0131077707533946,0.6338731801423785,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3936,18440.0,1.1321562766789817,0.27411236648168796,-1.0111500583649125,0.2524329617563771,-0.9734294369749218,-0.6930729981124744,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3937,14650.0,1.9885424669643756,0.19424556767180723,0.0034603530597136587,2.079492972875592,-0.06331148925950271,-0.7656444275123819,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3939,18790.0,2.01382645731131,0.07444536945698609,-1.0111500583649125,2.079492972875592,-0.07026690906765551,-0.7663985281562077,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3941,36990.0,-0.8354449419466328,0.2541456667792178,0.0034603530597136587,-0.8438030449151518,-0.08726701464676254,0.30104875448186913,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3942,22990.0,-0.919797564914423,0.13434546856439666,0.0034603530597136587,-1.2092150471389949,-0.9734294369749218,0.6768920889553409,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3943,19750.0,1.3614559132735946,-0.145188327270186,0.0034603530597136587,0.61784496398022,-0.0996583884331721,-0.5922656986039206,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3944,17290.0,1.3231212425643955,0.2541456667792178,-1.0111500583649125,0.2524329617563771,-0.9708510835482969,-0.6925139123828828,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3945,20990.0,1.1437084446823225,0.2341789670767476,-1.0111500583649125,-0.47839104269130883,-0.9805349490914451,-0.467313395344616,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3946,19990.0,1.2562058543186292,0.19424556767180723,0.0034603530597136587,0.61784496398022,-0.6649430950134112,-0.6944118361807756,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3947,16950.0,0.29571392360690213,-0.18512172667512639,0.0034603530597136587,-0.11297904046746587,-0.9734294369749218,-0.6074501801707359,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3948,23995.0,-0.015186522350931677,0.5336794626138005,-1.0111500583649125,-0.47839104269130883,-0.08726701464676254,-0.14448892030523003,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3949,42990.0,-1.0213422114909585,0.31404576588662836,0.0034603530597136587,-0.8438030449151518,-0.07026690906765551,0.31026443873667414,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3951,22495.0,0.517766209520174,0.27411236648168796,-1.0111500583649125,0.2524329617563771,-0.08726701464676254,-0.5009190601349093,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3952,30238.0,-1.0996190479852934,0.13434546856439666,0.0034603530597136587,-1.2092150471389949,-0.9805349490914451,0.6691883537250083,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3953,12990.0,0.3596595328140738,-0.18512172667512639,0.0034603530597136587,1.714080970651749,-1.0131077707533946,-0.8500712198770052,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3955,12490.0,2.081314004821393,0.4737793635063899,0.0034603530597136587,3.9065529839948065,-0.9708510835482969,-0.9212141507139131,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3957,21990.0,-0.21751293648491415,0.19424556767180723,0.0034603530597136587,0.61784496398022,-0.08726701464676254,-0.5900265950923291,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3959,36490.0,-0.7113681186277321,0.6534796608286216,0.0034603530597136587,-0.8438030449151518,-0.07026690906765551,0.31026443873667414,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3961,20990.0,-0.36126114022459793,0.054478669754515895,0.0034603530597136587,-0.11297904046746587,-1.0131077707533946,-0.6182049073739766,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3962,22990.0,-0.4302744457728577,0.21421226737427743,1.0180707644843399,-0.8438030449151518,-1.0131077707533946,-0.20084554486852488,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3963,12990.0,0.9301840563752902,0.33401246558909853,0.0034603530597136587,0.9832569662040631,-0.9805349490914451,-0.7920281807930802,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3964,22990.0,1.0931404639884534,0.2541456667792178,0.0034603530597136587,-0.11297904046746587,-0.08726701464676254,-0.36725775769877955,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3966,29990.0,-0.7346086830306795,0.6135462614236812,0.0034603530597136587,-0.47839104269130883,-0.09753106839856171,-0.14819831995614266,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3967,36990.0,-1.2794950224146702,0.19424556767180723,0.0034603530597136587,-1.2092150471389949,-0.07026690906765551,1.6560931473527765,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3969,24990.0,0.4357022236096495,-1.7824577028727415,0.0034603530597136587,-0.11297904046746587,-0.09753106839856171,-0.3700398074369641,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
3970,18990.0,-0.6934949530376577,0.19424556767180723,0.0034603530597136587,-0.47839104269130883,-1.014879090230866,-0.47972526966192786,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3971,14750.0,0.6577272638436683,-0.20508842637759658,0.0034603530597136587,2.079492972875592,-0.6649430950134112,-0.8308728096602367,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3972,19800.0,-0.8266990789063677,0.054478669754515895,0.0034603530597136587,-0.47839104269130883,-0.9708510835482969,-0.46381367405185264,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3973,17999.0,-0.833129059210114,0.054478669754515895,0.0034603530597136587,0.2524329617563771,-0.9708510835482969,-0.6925139123828828,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3974,25295.0,0.7342876225450541,0.27411236648168796,-1.0111500583649125,0.2524329617563771,-0.06331148925950271,-0.49572458514533574,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3975,19950.0,-0.9664694134750897,-0.18512172667512639,0.0034603530597136587,-0.47839104269130883,-1.0131077707533946,-0.4790851198721593,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3976,16990.0,-0.7436542485427293,0.034511970052045704,0.0034603530597136587,-0.47839104269130883,-1.014879090230866,-0.47972526966192786,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3977,20490.0,-0.5629609037357577,0.21421226737427743,0.0034603530597136587,-0.8438030449151518,-0.9734294369749218,-0.17933609046204363,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3978,20990.0,-0.600151255916324,-0.20508842637759658,0.0034603530597136587,-0.8438030449151518,-0.9734294369749218,-0.17933609046204363,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3979,30990.0,-0.7436542485427293,0.2341789670767476,0.0034603530597136587,-0.8438030449151518,-0.06331148925950271,0.31403494195580295,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3980,29940.0,-1.3854262233509649,0.13434546856439666,1.0180707644843399,-1.2092150471389949,-0.9708510835482969,0.6796875176032985,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3981,29940.0,-1.3853989776717117,0.13434546856439666,1.0180707644843399,-1.2092150471389949,-1.014879090230866,0.6319527307730728,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3982,17899.0,-0.29859607794232484,0.19424556767180723,-1.0111500583649125,-0.47839104269130883,-1.014879090230866,-0.47972526966192786,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3984,22999.0,-1.143212134790353,0.2341789670767476,0.0034603530597136587,-0.8438030449151518,-0.9708510835482969,-0.17793837613806485,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3985,29950.0,-0.6205310239976893,0.6335129611261514,0.0034603530597136587,-0.8438030449151518,-0.0996583884331721,0.29433144394709443,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3986,25990.0,0.2091271549403527,0.5935795617212111,0.0034603530597136587,-0.47839104269130883,-0.0996583884331721,-0.14896712732841316,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3987,23990.0,-0.9600394331713435,-2.281625195434496,0.0034603530597136587,-0.8438030449151518,-0.9708510835482969,-0.17793837613806485,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3988,24990.0,0.9898248482604622,0.5935795617212111,0.0034603530597136587,-0.47839104269130883,-0.07026690906765551,-0.13834513080202662,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3989,20990.0,-0.8680307743334148,0.13434546856439666,0.0034603530597136587,-1.2092150471389949,-1.014879090230866,0.6319527307730728,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3992,19490.0,-0.3367400288967519,-0.20508842637759658,0.0034603530597136587,-0.47839104269130883,-0.9805349490914451,-0.467313395344616,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3993,19950.0,-0.031806386695360615,0.07444536945698609,0.0034603530597136587,-0.11297904046746587,-0.9805349490914451,-0.609376113978319,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3994,13990.0,-0.759048057320766,0.19424556767180723,0.0034603530597136587,0.9832569662040631,-0.9734294369749218,-0.7909276471887469,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3995,19990.0,1.502452303408709,-0.025388129055364864,-1.0111500583649125,0.2524329617563771,-0.07026690906765551,-0.49723278643298724,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3996,20990.0,-0.3378571017461316,0.21421226737427743,0.0034603530597136587,-0.8438030449151518,-0.9708510835482969,-0.17793837613806485,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3997,20990.0,-0.4274408951305289,0.21421226737427743,0.0034603530597136587,-0.8438030449151518,-0.9734294369749218,-0.17933609046204363,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3998,19290.0,-0.11994615907934032,0.21421226737427743,0.0034603530597136587,-0.8438030449151518,-0.9805349490914451,-0.18318795807720994,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3999,20990.0,-0.37788100456902685,0.21421226737427743,0.0034603530597136587,-0.8438030449151518,-1.0131077707533946,-0.20084554486852488,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
4000,24470.0,0.6518966884834916,-1.7025909040628608,0.0034603530597136587,0.2524329617563771,-0.0996583884331721,-0.5036059843488191,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
