,price,mileage,energy_consumption__co2_emissions,general_information__warranty,vehicle_age,model_encoded,model_rank_per_year,transmission_automatic,transmission_manual,energy_consumption__emission_class_Euro 5,energy_consumption__emission_class_Euro 6,energy_consumption__emission_class_Euro 6b,energy_consumption__emission_class_Euro 6c,energy_consumption__emission_class_Euro 6d,energy_consumption__emission_class_Euro 6d-TEMP,energy_consumption__emission_class_Euro 6d-TEMP-EVAP,energy_consumption__emission_class_Euro 6e,energy_consumption__fuel_diesel,energy_consumption__fuel_electric,energy_consumption__fuel_hybrid,energy_consumption__fuel_hybrid - diesel,energy_consumption__fuel_hybrid - petrol,energy_consumption__fuel_petrol,energy_consumption__fuel_petrol super,general_information__brand_audi,general_information__brand_bmw,general_information__brand_ford,general_information__brand_kia,general_information__brand_mercedes,general_information__brand_peugeot,general_information__brand_volkswagen,general_information__brand_volvo
17985,21500.0,0.8079871849248578,0.35397916529156875,0.0034603530597136587,1.348668968427906,-0.23483360691051863,-0.7214098178337632,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
17986,24990.0,1.0179696349289789,-1.4430238079307482,0.0034603530597136587,0.2524329617563771,-0.2851264322230138,-0.5438225564864448,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
17987,21290.0,0.2857147593209916,0.5935795617212111,0.0034603530597136587,1.348668968427906,-0.28140561127192326,-0.7277214387426884,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
17988,34990.0,0.09281535020860328,-2.3015918951369665,0.0034603530597136587,0.2524329617563771,0.8883551167282373,-0.28936683246399947,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
17990,21700.0,1.2295868256882896,0.31404576588662836,1.0180707644843399,0.9832569662040631,-0.3327916394823301,-0.691702790094056,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
17991,18980.0,0.983721816107754,-0.1651550269726562,-1.0111500583649125,0.61784496398022,-0.28140561127192326,-0.6251071616971084,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
17994,42990.0,-0.8680307743334148,0.11437876886192647,-1.0111500583649125,-0.8438030449151518,-0.34667849028336595,0.16042290716489313,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
17996,44800.0,-1.0369539857030203,0.11437876886192647,-1.0111500583649125,-0.8438030449151518,-0.3327916394823301,0.16795090936937443,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
17997,42990.0,-1.2457921171785087,0.5935795617212111,1.0180707644843399,-0.8438030449151518,-0.2713621376259966,0.20125157861543355,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
17998,44800.0,-1.2746452915076074,0.5935795617212111,1.0180707644843399,-1.2092150471389949,-0.2851264322230138,1.4231442970854884,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
17999,43950.0,-1.2630931235042666,0.5935795617212111,1.0180707644843399,-1.2092150471389949,-0.2713621376259966,1.4380674271102953,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
18000,28290.0,0.12384817887795502,-1.4430238079307482,0.0034603530597136587,-0.11297904046746587,-0.23483360691051863,-0.40725536578809823,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
18002,26750.0,0.09496775886960308,0.7932465587459129,1.0180707644843399,0.2524329617563771,-0.2943879873766721,-0.5458308162024192,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
18003,19499.0,-0.2065329277458898,0.27411236648168796,0.0034603530597136587,1.348668968427906,-0.3118443238252263,-0.7318466125939431,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
18004,43600.0,-0.8459617741383534,0.2940790661841582,3.0472915873335924,-0.8438030449151518,-0.30757711603048127,0.18161959428937835,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
18005,19900.0,1.4558349462065485,0.2541456667792178,0.0034603530597136587,0.2524329617563771,-0.28140561127192326,-0.5430157400606445,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
18006,22790.0,1.6082472759487378,0.4538126638039197,0.0034603530597136587,0.2524329617563771,-0.2851264322230138,-0.5438225564864448,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
18007,19900.0,1.4558349462065485,0.4138792643989793,0.0034603530597136587,0.2524329617563771,-0.28140561127192326,-0.5430157400606445,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
18008,42890.0,-0.5955739818017928,0.11437876886192647,-1.0111500583649125,-0.47839104269130883,-0.23483360691051863,-0.19781906442432162,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
18009,34999.0,1.0579390463933678,2.5303494328608194,0.0034603530597136587,1.348668968427906,0.8239936750184628,-0.5779133868083118,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
18010,42890.0,-0.7372515139182362,0.11437876886192647,-1.0111500583649125,-0.47839104269130883,-0.2501053047065591,-0.20333821230130403,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
18011,23998.0,0.33067013008870927,-0.12522162756771582,0.0034603530597136587,0.2524329617563771,-0.2501053047065591,-0.5362286353325537,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
18012,23950.0,0.6402900291216445,0.5935795617212111,0.0034603530597136587,0.9832569662040631,-0.3327916394823301,-0.691702790094056,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
18013,27499.0,-0.25075266517377204,0.35397916529156875,0.0034603530597136587,-0.47839104269130883,-0.3118443238252263,-0.22565051711813455,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
18014,24950.0,1.2026408489069123,0.034511970052045704,-0.08109051455900519,0.2524329617563771,-0.28140561127192326,-0.5430157400606445,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
18015,42900.0,-0.7516372325639059,-1.9821246998974436,-1.0111500583649125,-0.8438030449151518,-0.2851264322230138,0.1937900136030301,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
18016,44900.0,0.18746683993408875,0.11437876886192647,-1.0111500583649125,-0.11297904046746587,0.8883551167282373,-0.10281747311014235,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
18019,22990.0,0.6723037022441101,0.19424556767180723,0.0034603530597136587,0.61784496398022,-0.2501053047065591,-0.6194512410903661,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
18020,28999.0,-0.04744540658667572,0.5536461623162706,0.0034603530597136587,-0.47839104269130883,-0.2851264322230138,-0.21599474755778933,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
18021,33490.0,-0.05782601038213052,-2.3015918951369665,0.0034603530597136587,0.2524329617563771,0.8506631842478711,-0.29753988638007367,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
18022,24990.0,0.5214988675778572,0.13434546856439666,0.0034603530597136587,0.2524329617563771,-0.30757711603048127,-0.5486907242119056,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
18024,17500.0,1.9927655472486157,0.11437876886192647,0.0034603530597136587,1.348668968427906,-0.28140561127192326,-0.7277214387426884,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
18025,17990.0,1.003883618755094,-0.025388129055364864,-1.0111500583649125,1.348668968427906,-0.2501053047065591,-0.7234794982876317,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
18026,23890.0,-0.44302542366333764,0.7932465587459129,0.0034603530597136587,0.61784496398022,-0.34667849028336595,-0.6369018775313211,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
18027,36950.0,-0.06866979072488907,0.693413060233562,1.0180707644843399,-0.8438030449151518,-0.2851264322230138,0.1937900136030301,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
18028,36950.0,-0.1399989790096677,0.5935795617212111,1.0180707644843399,-0.8438030449151518,-0.2501053047065591,0.21277481648775798,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
18029,16990.0,1.1825607832973317,0.07444536945698609,-1.0111500583649125,1.714080970651749,-0.28140561127192326,-0.7619261977578816,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
18030,18750.0,1.4492414918272833,0.11437876886192647,0.0034603530597136587,0.61784496398022,-0.2713621376259966,-0.623292320381141,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
18032,37600.0,-0.17220337188690543,0.5935795617212111,1.0180707644843399,-0.8438030449151518,-0.28140561127192326,0.19580705466753126,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
18033,21500.0,-0.0938720440340641,0.19424556767180723,1.0180707644843399,0.61784496398022,-0.34667849028336595,-0.6369018775313211,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
18035,37900.0,-0.17977767071928452,0.5935795617212111,1.0180707644843399,-0.8438030449151518,-0.2501053047065591,0.21277481648775798,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
18036,19999.0,0.9301840563752902,-0.12522162756771582,-1.0111500583649125,0.61784496398022,-0.28140561127192326,-0.6251071616971084,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
18037,36500.0,0.027779913831305108,0.5935795617212111,1.0180707644843399,-0.8438030449151518,-0.2851264322230138,0.1937900136030301,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
18038,37700.0,-0.15547452482546384,0.5935795617212111,1.0180707644843399,-0.8438030449151518,-0.2851264322230138,0.1937900136030301,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
18039,43850.0,-0.5955739818017928,0.11437876886192647,-1.0111500583649125,-0.47839104269130883,-0.2713621376259966,-0.21102037088285377,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
18040,21900.0,0.9198579439383417,0.3739458649940389,0.0034603530597136587,0.61784496398022,-0.2851264322230138,-0.6257795087186088,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
18042,21900.0,0.9198579439383417,0.3739458649940389,0.0034603530597136587,0.61784496398022,-0.2851264322230138,-0.6257795087186088,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
18043,23499.0,0.08172635875256626,-0.12522162756771582,0.0034603530597136587,-0.11297904046746587,-0.28140561127192326,-0.4198786076059485,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
18044,24990.0,-0.486591264789144,0.11437876886192647,-1.0111500583649125,0.61784496398022,-0.2851264322230138,-0.6257795087186088,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
18045,26900.0,0.2037052647689734,0.6135462614236812,1.0180707644843399,-0.11297904046746587,-0.28140561127192326,-0.4198786076059485,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
18046,19490.0,0.5378462751297546,0.11437876886192647,-1.0111500583649125,0.9832569662040631,-0.3327916394823301,-0.691702790094056,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
18049,24199.0,-0.4954733562256749,0.6135462614236812,0.0034603530597136587,0.2524329617563771,-0.2713621376259966,-0.5408379304814835,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
18050,20499.0,1.8655282251363483,0.21421226737427743,0.0034603530597136587,1.348668968427906,-0.3118443238252263,-0.7318466125939431,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
18051,39990.0,2.2379766605270754,0.11437876886192647,-1.0111500583649125,0.9832569662040631,1.0368940175335066,-0.4795597287355576,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
18052,21790.0,0.49425318832469506,0.11437876886192647,0.0034603530597136587,0.2524329617563771,-0.28140561127192326,-0.5430157400606445,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
18053,22950.0,1.311623565919561,-0.025388129055364864,0.0034603530597136587,0.61784496398022,-0.2501053047065591,-0.6194512410903661,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
18055,20900.0,1.2169993218733286,0.35397916529156875,0.0034603530597136587,0.9832569662040631,-0.28140561127192326,-0.6837438914374399,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
18057,38900.0,-0.31292730522948814,0.4538126638039197,1.0180707644843399,-0.47839104269130883,-0.23483360691051863,-0.19781906442432162,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
18058,23890.0,0.8756926978689659,-1.4430238079307482,4.061901998758218,0.2524329617563771,-0.23483360691051863,-0.5329171466063642,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
18059,24490.0,0.5759902260841817,-1.4430238079307482,4.061901998758218,0.2524329617563771,-0.2851264322230138,-0.5438225564864448,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
18060,18900.0,2.0454314452449784,-0.20508842637759658,-1.0111500583649125,0.61784496398022,-0.2851264322230138,-0.6257795087186088,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
18062,44995.0,0.5405435973758177,1.3722808501175485,0.0034603530597136587,0.61784496398022,0.7136844786315449,-0.445295806389875,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
18065,43990.0,-1.2760348211495187,0.5935795617212111,1.0180707644843399,-1.2092150471389949,-0.28140561127192326,1.4271783792144908,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
18066,27900.0,0.862451297751929,0.4138792643989793,-1.0111500583649125,-0.11297904046746587,-0.3327916394823301,-0.4338066802550269,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
18067,36450.0,1.559559247123337,0.8731133575557937,0.0034603530597136587,1.348668968427906,1.262686103198088,-0.5184600662941473,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
18069,23999.0,1.2026408489069123,0.11437876886192647,-1.0111500583649125,0.2524329617563771,-0.2851264322230138,-0.5438225564864448,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
18070,20699.0,1.747554433970156,0.11437876886192647,-1.0111500583649125,0.2524329617563771,-0.2501053047065591,-0.5362286353325537,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
18071,19999.0,0.9301840563752902,-0.025388129055364864,-1.0111500583649125,0.61784496398022,-0.23483360691051863,-0.616691667151875,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
18072,17899.0,1.584080358451183,0.35397916529156875,-1.0111500583649125,0.9832569662040631,-0.28140561127192326,-0.6837438914374399,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
18073,32490.0,0.4224063321341064,-2.3015918951369665,0.0034603530597136587,0.2524329617563771,0.7596372104422443,-0.3172778022341909,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
18074,36900.0,-0.18688879300435984,0.11437876886192647,0.0034603530597136587,-0.47839104269130883,-0.28140561127192326,-0.2146500535147886,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
18075,25290.0,0.14005935803358652,-1.4430238079307482,4.061901998758218,0.2524329617563771,-0.23483360691051863,-0.5329171466063642,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
18078,17990.0,0.8893155374955469,0.35397916529156875,0.0034603530597136587,1.348668968427906,-0.2851264322230138,-0.7282256990088137,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
18080,38600.0,-1.068150288447891,0.11437876886192647,-1.0111500583649125,-0.47839104269130883,-0.2851264322230138,-0.21599474755778933,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
18081,17995.0,1.4553445239799916,-0.025388129055364864,-1.0111500583649125,0.9832569662040631,-0.28140561127192326,-0.6837438914374399,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
18083,23995.0,0.43022584207976394,0.2341789670767476,-1.0111500583649125,0.61784496398022,-0.23483360691051863,-0.616691667151875,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
18085,23900.0,0.808532098509921,0.5336794626138005,0.0034603530597136587,0.61784496398022,-0.28140561127192326,-0.6251071616971084,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
18086,18995.0,1.486322861290837,0.35397916529156875,-1.0111500583649125,1.348668968427906,-0.23483360691051863,-0.7214098178337632,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
18087,23990.0,0.29977352981562333,-1.5029239070381588,0.0034603530597136587,0.2524329617563771,-0.2501053047065591,-0.5362286353325537,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
18088,26995.0,-0.062158073383383305,0.5935795617212111,-1.0111500583649125,-0.11297904046746587,-0.2713621376259966,-0.4171563456319973,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
18089,38600.0,-0.9538001726223694,0.5736128620187408,1.0180707644843399,-0.8438030449151518,-0.2501053047065591,0.21277481648775798,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
18090,37450.0,-0.9601756615676094,0.5736128620187408,1.0180707644843399,-0.8438030449151518,-0.28140561127192326,0.19580705466753126,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
18091,23900.0,0.7131722211238534,0.49374606320886005,1.0180707644843399,0.2524329617563771,-0.2713621376259966,-0.5408379304814835,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
18092,23900.0,0.808532098509921,0.5336794626138005,0.0034603530597136587,0.61784496398022,-0.2501053047065591,-0.6194512410903661,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
18093,23900.0,0.7131722211238534,0.6135462614236812,1.0180707644843399,0.2524329617563771,-0.2851264322230138,-0.5438225564864448,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
18095,26990.0,-0.07790607599171105,0.33401246558909853,4.061901998758218,-0.11297904046746587,-0.30757711603048127,-0.4269723377950249,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
18096,27380.0,0.2677053653346514,0.11437876886192647,0.0034603530597136587,-0.47839104269130883,-0.30757711603048127,-0.22410836043355717,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
18097,25690.0,0.8630779483747517,0.11437876886192647,0.0034603530597136587,-0.11297904046746587,-0.2501053047065591,-0.4113947266958351,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
18098,22490.0,0.9574297356284525,-0.12522162756771582,4.061901998758218,0.2524329617563771,-0.28140561127192326,-0.5430157400606445,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
18099,24295.0,1.1875739882799135,-1.4430238079307482,0.0034603530597136587,0.2524329617563771,-0.2851264322230138,-0.5438225564864448,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
18100,42490.0,-1.385289994954699,0.11437876886192647,-1.0111500583649125,-1.2092150471389949,-0.2501053047065591,1.4611139028549442,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
18101,29990.0,-0.3213189744394621,0.17427886796933703,0.0034603530597136587,-0.11297904046746587,-0.34667849028336595,-0.43757068135726757,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
18103,25800.0,1.17539516965375,0.9330134566632042,0.0034603530597136587,0.2524329617563771,-0.3327916394823301,-0.5541581981799072,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
18104,33890.0,0.4125161505652085,0.11437876886192647,4.061901998758218,0.2524329617563771,0.8883551167282373,-0.28936683246399947,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
18105,24995.0,0.6504799131623271,-1.5228906067406291,-1.0111500583649125,0.2524329617563771,-0.2943879873766721,-0.5458308162024192,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
18107,30950.0,-0.6364425006815361,-1.5029239070381588,0.0034603530597136587,-0.11297904046746587,-0.2501053047065591,-0.4113947266958351,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
18108,22900.0,1.4818273242140652,0.3739458649940389,0.0034603530597136587,-0.11297904046746587,-0.2851264322230138,-0.42088712813819906,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
18109,38600.0,-0.9771769654215825,0.5736128620187408,1.0180707644843399,-0.8438030449151518,-0.28140561127192326,0.19580705466753126,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
18110,21900.0,1.338869245172723,-0.12522162756771582,0.0034603530597136587,0.61784496398022,-0.23483360691051863,-0.616691667151875,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
18111,22290.0,0.3743994452900346,0.7932465587459129,0.0034603530597136587,0.61784496398022,-0.30757711603048127,-0.6298363151564927,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
18113,20990.0,0.3122520509135716,0.11437876886192647,-1.0111500583649125,-0.11297904046746587,-0.23483360691051863,-0.40725536578809823,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
18114,22900.0,1.4818273242140652,0.39391256469650915,0.0034603530597136587,-0.11297904046746587,-0.2851264322230138,-0.42088712813819906,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
18116,20990.0,1.6502056219986077,0.11437876886192647,-1.0111500583649125,0.2524329617563771,-0.2713621376259966,-0.5408379304814835,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
18117,22900.0,1.0936581318942635,0.17427886796933703,0.0034603530597136587,0.61784496398022,-0.2943879873766721,-0.6274530584819207,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
18118,18999.0,1.6658173962106695,-0.025388129055364864,0.0034603530597136587,1.348668968427906,-0.2851264322230138,-0.7282256990088137,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
18119,27890.0,0.8235989591369197,-1.5029239070381588,-1.0111500583649125,0.2524329617563771,-0.3327916394823301,-0.5541581981799072,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
18121,35980.0,1.1786101598056231,0.11437876886192647,0.0034603530597136587,-0.11297904046746587,0.7563882963780848,-0.1385867965063522,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
18123,25000.0,-0.45389644968534937,0.11437876886192647,-1.0111500583649125,0.61784496398022,-0.23483360691051863,-0.616691667151875,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
18124,29950.0,1.1962926056409253,0.2341789670767476,-1.0111500583649125,0.2524329617563771,-0.28140561127192326,-0.5430157400606445,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
18125,26999.0,-0.5048458698887627,-1.5228906067406291,0.0034603530597136587,0.2524329617563771,-0.34667849028336595,-0.5571693990616997,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
18126,40500.0,-0.9505579367912431,0.6734463605310917,1.0180707644843399,-0.8438030449151518,-0.2851264322230138,0.1937900136030301,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
18127,39800.0,-0.7559692955651587,0.6734463605310917,1.0180707644843399,-0.8438030449151518,-0.2851264322230138,0.1937900136030301,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
18128,20990.0,1.0936581318942635,-0.18512172667512639,4.061901998758218,0.2524329617563771,-0.3118443238252263,-0.549616018222652,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
18129,34794.0,-0.6463599279296871,-1.4629905076332186,0.0034603530597136587,-0.11297904046746587,-0.28140561127192326,-0.4198786076059485,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
18130,22290.0,0.22179639579307311,-0.12522162756771582,4.061901998758218,0.61784496398022,-0.23483360691051863,-0.616691667151875,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
18131,19990.0,0.902938377122128,0.11437876886192647,4.061901998758218,0.9832569662040631,-0.23483360691051863,-0.6765306103986682,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
18132,23290.0,0.3580247920588841,0.17427886796933703,4.061901998758218,0.2524329617563771,-0.3327916394823301,-0.5541581981799072,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
18133,41899.0,-1.1407872693368215,0.31404576588662836,1.0180707644843399,-0.47839104269130883,-0.2851264322230138,-0.21599474755778933,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
