,price_eur,mileage,transmission,energy_consumption__emission_class,energy_consumption__fuel,link,energy_consumption__co2_emissions,general_information__brand,general_information__model,general_information__warranty,vehicle_history__year,model_clean,energy_consumption__fuel_clean,model,brand_rank,emission_rank,fuel_rank,transmission_rank,model_rank,car_age,mileage_per_year,log_mileage,log_mileage_per_year,is_luxury,is_premium,is_modern,age_mileage_interaction,brand_model_interaction
75,28300,10.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/peugeot/2008/n-a/id/4892808,112,peugeot,2008,24,2025.0,2008,petrol,2008,4,5.0,7.0,8,1.0299607147828647,0.0,10.0,2.3978952727983707,2.3978952727983707,0,0,0,0.0,4.119842859131459
78,23900,54482.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/peugeot/408/12-puretech-130-ss-eat8-allure-pack-stuur-en-zetelverwarming-leder-carplay/id/4892259,136,peugeot,408,0,2023.0,408,petrol,408,4,5.0,7.0,8,1.0450900661991476,2.0,18160.666666666668,10.905644005386609,9.807068424742877,0,0,0,36321.333333333336,4.18036026479659
82,25998,22301.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/peugeot/408/12-puretech-130cv-eat8-gt-navi-full-led-camera-ja-19/id/4891597,136,peugeot,408,12,2024.0,408,petrol,408,4,5.0,7.0,8,1.0450900661991476,1.0,11150.5,10.012431639525307,9.319329296988013,0,0,0,11150.5,4.18036026479659
84,17985,54864.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/peugeot/2008/electric-136pk-allure-22-54000km-24208/id/4890555,123,peugeot,2008,12,2022.0,2008,electric,2008,4,7.0,10.0,8,1.0299607147828647,3.0,13716.0,10.9126309014249,9.526391218478407,0,0,1,41148.0,4.119842859131459
85,18895,54639.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/peugeot/2008/electric-136pk-allure-22-54000km-24172/id/4890553,123,peugeot,2008,12,2022.0,2008,electric,2008,4,7.0,10.0,8,1.0299607147828647,3.0,13659.75,10.908521494244672,9.522282036449191,0,0,1,40979.25,4.119842859131459
87,40710,3926.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/peugeot/408/12-t-130-eat8-allure-gps-camera-alu17-led-lights/id/4890953,0,peugeot,408,3,2024.0,408,petrol,408,4,5.0,7.0,8,1.0450900661991476,1.0,1963.0,8.27563105457801,7.582738488914411,0,0,0,1963.0,4.18036026479659
88,22950,29648.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/peugeot/408/12-turbo-130-automaat-allure/id/4891072,136,peugeot,408,24,2024.0,408,petrol,408,4,5.0,7.0,8,1.0450900661991476,1.0,14824.0,10.297183677044293,9.604070223865927,0,0,0,14824.0,4.18036026479659
91,19990,54000.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/peugeot/2008/2008-puretech-130-eat8-allure/id/4890234,117,peugeot,2008,12,2023.0,2008,petrol,2008,4,8.0,7.0,8,1.0299607147828647,2.0,18000.0,10.896757843893464,9.798182590890704,0,0,1,36000.0,4.119842859131459
93,17599,17996.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/peugeot/2008/12-puretech-allure-pack/id/4888777,115,peugeot,2008,12,2021.0,2008,petrol,2008,4,8.0,7.0,8,1.0299607147828647,4.0,3599.2,9.797960356321203,8.188744678456604,0,0,1,14396.8,4.119842859131459
95,25998,20138.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/peugeot/408/12-puretech-130cv-eat8-gt-navi-full-led-camera-ja-19/id/4890370,136,peugeot,408,12,2024.0,408,petrol,408,4,5.0,7.0,8,1.0450900661991476,1.0,10069.0,9.910413512606862,9.217315985712608,0,0,0,10069.0,4.18036026479659
99,22495,29771.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/peugeot/2008/12-t-130-eat8-gt-line-drive-assist-vision-pack-led/id/4889873,0,peugeot,2008,3,2024.0,2008,petrol,2008,4,5.0,7.0,8,1.0299607147828647,1.0,14885.5,10.301323633479802,9.608210040962517,0,0,0,14885.5,4.119842859131459
100,23900,14557.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/peugeot/2008/e-2008-allure-pack-apple-car-play-camera-navi/id/4889883,117,peugeot,2008,0,2023.0,2008,electric,2008,4,7.0,10.0,8,1.0299607147828647,2.0,4852.333333333333,9.585895949678203,8.487421033082567,0,0,1,9704.666666666666,4.119842859131459
103,20899,23113.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/peugeot/2008/12-puretech-gt/id/4890112,134,peugeot,2008,12,2023.0,2008,petrol,2008,4,8.0,7.0,8,1.0299607147828647,2.0,7704.333333333333,10.048193773535386,8.949668008769558,0,0,1,15408.666666666666,4.119842859131459
106,15998,56266.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/peugeot/2008/12-puretech-allure-ss/id/4887505,109,peugeot,2008,12,2020.0,2008,petrol,2008,4,5.0,7.0,8,1.0299607147828647,5.0,9377.666666666666,10.937863496628953,9.146192885485709,0,0,0,46888.33333333333,4.119842859131459
110,22490,25418.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/peugeot/408/130-pk-at-camera-keyless-navi-airco-adapt-cruise-contr-carplayandroid/id/4887248,117,peugeot,408,0,2024.0,408,petrol,408,4,5.0,7.0,8,1.0450900661991476,1.0,12709.0,10.143252204866574,9.4501443641835,0,0,0,12709.0,4.18036026479659
113,27340,17802.0,automatic,Euro 6d-TEMP,petrol,https://gocar.be/en/cars/peugeot/408/12-puretech-allure-130-pk-automaat-navigatie-apple-carplayandroid-auto-airco-camera-parkeer-sensoren-cruise-control-led-lichtmetalen-velgen-stoelverwarming/id/4886010,136,peugeot,408,0,2024.0,408,petrol,408,4,7.0,7.0,8,1.0450900661991476,1.0,8901.0,9.787122261404862,9.0940312495758,0,0,1,8901.0,4.18036026479659
114,18490,64200.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/peugeot/2008/e-2008-50-kwh-gt-tva-recup-carplay-pano-camera/id/4886130,117,peugeot,2008,12,2021.0,2008,electric,2008,4,7.0,10.0,8,1.0299607147828647,4.0,12840.0,11.06977406588073,9.460398455831275,0,0,1,51360.0,4.119842859131459
118,22950,10957.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/peugeot/2008/allure/id/4883384,137,peugeot,2008,12,2024.0,2008,petrol,2008,4,5.0,7.0,8,1.0299607147828647,1.0,5478.5,9.301825062098361,8.608769134903447,0,0,0,5478.5,4.119842859131459
119,39575,4152.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/peugeot/408/12-t-130-eat8-gt-gps-camera-led-lights-alu19/id/4883646,0,peugeot,408,3,2024.0,408,petrol,408,4,5.0,7.0,8,1.0450900661991476,1.0,2076.0,8.331586243630754,7.638679823876112,0,0,0,2076.0,4.18036026479659
121,18650,40063.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/peugeot/2008/12-puretech-96kw-ss-eat8-active/id/4883465,133,peugeot,2008,12,2023.0,2008,petrol,2008,4,5.0,7.0,8,1.0299607147828647,2.0,13354.333333333334,10.59823345445977,9.499671084673489,0,0,0,26708.666666666668,4.119842859131459
124,30900,10701.0,automatic,Euro 6d,hybrid - petrol,https://gocar.be/en/cars/peugeot/408/180pk-plugin-hybr-360-camera-dodehoekdet-adapt-cruise-contr-carplay-trekhaak/id/4883540,26,peugeot,408,0,2024.0,408,hybrid - petrol,408,4,8.0,9.0,8,1.0450900661991476,1.0,5350.5,9.27818591887125,8.58513217442443,0,0,1,5350.5,4.18036026479659
125,21900,28498.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/peugeot/2008/e-2008-allure-pack-camera-carplay-led/id/4882212,117,peugeot,2008,0,2023.0,2008,electric,2008,4,7.0,10.0,8,1.0299607147828647,2.0,9499.333333333334,10.257624277921856,9.159082164692371,0,0,1,18998.666666666668,4.119842859131459
126,20995,26346.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/peugeot/2008/e-gt-50-kwh-e-gt-50-kwh-at-gps-carplay-halfleder-camera-pdc-cruise-alu-17/id/4881455,117,peugeot,2008,0,2021.0,2008,electric,2008,4,7.0,10.0,8,1.0299607147828647,4.0,5269.2,10.179109695495468,8.569823591479436,0,0,1,21076.8,4.119842859131459
127,22495,33150.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/peugeot/2008/allure-50-kwh-allure-50-kwh-at-carplay-halfleder-pdc-cruise-alu-17/id/4881792,117,peugeot,2008,0,2022.0,2008,electric,2008,4,7.0,10.0,8,1.0299607147828647,3.0,8287.5,10.408828161071545,9.02262429086492,0,0,1,24862.5,4.119842859131459
129,23000,26418.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/peugeot/2008/puretech-ss-gt-eat8/id/4881425,137,peugeot,2008,24,2023.0,2008,petrol,2008,4,5.0,7.0,8,1.0299607147828647,2.0,8806.0,10.181838727246433,9.08330213880546,0,0,0,17612.0,4.119842859131459
132,31900,16709.0,automatic,Euro 6,hybrid - petrol,https://gocar.be/en/cars/peugeot/408/gt-plugin-hybr-180-pk-pano-schuifd-massage-leder-camera-keyless-navi/id/4879928,117,peugeot,408,0,2024.0,408,hybrid - petrol,408,4,5.0,9.0,8,1.0450900661991476,1.0,8354.5,9.72376262158944,9.030675283643438,0,0,0,8354.5,4.18036026479659
133,24790,38003.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/peugeot/408/n-a/id/4880509,125,peugeot,408,12,2024.0,408,petrol,408,4,8.0,7.0,8,1.0450900661991476,1.0,19001.5,10.545446696326641,9.852325828440195,0,0,1,19001.5,4.18036026479659
135,23998,19933.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/peugeot/408/12-puretech-130cv-eat8-allure-navi-full-led-keyless/id/4881217,136,peugeot,408,12,2024.0,408,petrol,408,4,5.0,7.0,8,1.0450900661991476,1.0,9966.5,9.900182095527402,9.20708507925551,0,0,0,9966.5,4.18036026479659
137,26500,2.0,automatic,Euro 6,hybrid - petrol,https://gocar.be/en/cars/peugeot/2008/hybrid-allure-e-dsc6/id/4879911,110,peugeot,2008,24,2024.0,2008,hybrid - petrol,2008,4,5.0,9.0,8,1.0299607147828647,1.0,1.0,1.0986122886681096,0.6931471805599453,0,0,0,1.0,4.119842859131459
138,19995,50568.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/peugeot/2008/gt-pack-full-option/id/4879936,137,peugeot,2008,12,2021.0,2008,petrol,2008,4,5.0,7.0,8,1.0299607147828647,4.0,10113.6,10.831094019308606,9.221735203590056,0,0,0,40454.4,4.119842859131459
142,23999,33505.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/peugeot/408/allure-pack-cuir-navi-full-led/id/4879166,136,peugeot,408,12,2023.0,408,petrol,408,4,5.0,7.0,8,1.0450900661991476,2.0,11168.333333333334,10.419479806253477,9.32092720660559,0,0,0,22336.666666666668,4.18036026479659
143,22495,33909.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/peugeot/2008/12-t-130-eat8-gt-line-gps-drive-assist-vision-pack-led/id/4879581,0,peugeot,2008,3,2024.0,2008,petrol,2008,4,5.0,7.0,8,1.0299607147828647,1.0,16954.5,10.431465235119685,9.738347543950933,0,0,0,16954.5,4.119842859131459
145,23900,29180.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/peugeot/2008/allure-pack/id/4878164,105,peugeot,2008,12,2023.0,2008,petrol,2008,4,5.0,7.0,8,1.0299607147828647,2.0,9726.666666666666,10.28127309153755,9.182729338268,0,0,0,19453.333333333332,4.119842859131459
146,22950,13587.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/peugeot/2008/style/id/4878413,0,peugeot,2008,12,2023.0,2008,electric,2008,4,7.0,10.0,8,1.0299607147828647,2.0,4529.0,9.516942329280475,8.41847721847708,0,0,1,9058.0,4.119842859131459
147,23998,24889.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/peugeot/408/12-puretech-130cv-eat8-allure-navi-full-led-keyless/id/4878317,136,peugeot,408,12,2024.0,408,petrol,408,4,5.0,7.0,8,1.0450900661991476,1.0,12444.5,10.122221395361638,9.42911439077245,0,0,0,12444.5,4.18036026479659
148,29299,15962.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/peugeot/408/12-mild-hybrid-gt/id/4878640,115,peugeot,408,12,2024.0,408,petrol,408,4,5.0,7.0,8,1.0450900661991476,1.0,7981.0,9.678028823264478,8.984944285608679,0,0,0,7981.0,4.18036026479659
150,23900,15000.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/peugeot/2008/allure/id/4877100,122,peugeot,2008,12,2023.0,2008,petrol,2008,4,5.0,7.0,8,1.0299607147828647,2.0,5000.0,9.61587214452889,8.517393171418904,0,0,0,10000.0,4.119842859131459
151,21900,40931.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/peugeot/2008/ii-allure-pack/id/4877092,103,peugeot,2008,12,2022.0,2008,petrol,2008,4,5.0,7.0,8,1.0299607147828647,3.0,10232.75,10.619667432206645,9.233446360690658,0,0,0,30698.25,4.119842859131459
155,23998,19071.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/peugeot/408/12-puretech-130cv-eat8-allure-navi-full-led-keyless/id/4875393,136,peugeot,408,12,2024.0,408,petrol,408,4,5.0,7.0,8,1.0450900661991476,1.0,9535.5,9.855976569865076,9.162881820816482,0,0,0,9535.5,4.18036026479659
156,16500,67781.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/peugeot/2008/12-puretech-96kw-ss-eat8-style/id/4875532,133,peugeot,2008,12,2021.0,2008,petrol,2008,4,5.0,7.0,8,1.0299607147828647,4.0,13556.2,11.124051951954984,9.514673050496942,0,0,0,54224.8,4.119842859131459
161,20399,30932.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/peugeot/2008/12t-allure-automaat/id/4874235,134,peugeot,2008,12,2023.0,2008,petrol,2008,4,5.0,7.0,8,1.0299607147828647,2.0,10310.666666666666,10.339578854186053,9.24103121929698,0,0,0,20621.333333333332,4.119842859131459
166,22490,18240.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/peugeot/408/130-pk-at-camera-keyless-navi-airco-adapt-cruise-contr-carplayandroid/id/4873601,117,peugeot,408,0,2024.0,408,petrol,408,4,5.0,7.0,8,1.0450900661991476,1.0,9120.0,9.811427086686914,9.118334726180159,0,0,0,9120.0,4.18036026479659
167,22490,27973.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/peugeot/408/130-pk-at-camera-keyless-navi-airco-adapt-cruise-contr-carplayandroid/id/4873602,117,peugeot,408,0,2024.0,408,petrol,408,4,5.0,7.0,8,1.0450900661991476,1.0,13986.5,10.23903078633925,9.545919352620182,0,0,0,13986.5,4.18036026479659
168,18950,28704.0,automatic,Euro 6,electric,https://gocar.be/en/cars/peugeot/2008/electrique-allure-pack-zetelverw-navi-trekhaak/id/4871906,0,peugeot,2008,12,2021.0,2008,electric,2008,4,5.0,10.0,8,1.0299607147828647,4.0,5740.8,10.264826602601737,8.65552802900508,0,0,0,22963.2,4.119842859131459
169,22995,23173.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/peugeot/2008/12-t-130-eat8-gt-line-drive-assist-vision-pack-led/id/4872973,0,peugeot,2008,3,2024.0,2008,petrol,2008,4,5.0,7.0,8,1.0299607147828647,1.0,11586.5,10.050786239557008,9.35768220987411,0,0,0,11586.5,4.119842859131459
170,30900,21631.0,automatic,Euro 6,hybrid - petrol,https://gocar.be/en/cars/peugeot/408/gt-225pk-plugin-hybr-alcantara-camera-keyless-carplay/id/4871562,117,peugeot,408,0,2024.0,408,hybrid - petrol,408,4,5.0,9.0,8,1.0450900661991476,1.0,10815.5,9.98192897884269,9.288828025024923,0,0,0,10815.5,4.18036026479659
172,24500,9284.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/peugeot/2008/360-camera-packzetel-vw/id/4871236,117,peugeot,2008,24,2025.0,2008,petrol,2008,4,5.0,7.0,8,1.0299607147828647,0.0,9284.0,9.136155473786806,9.136155473786806,0,0,0,0.0,4.119842859131459
174,23990,20340.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/peugeot/2008/alcantara-massagenavi360-c/id/4871071,117,peugeot,2008,24,2024.0,2008,petrol,2008,4,5.0,7.0,8,1.0299607147828647,1.0,10170.0,9.920393832602487,9.227295812625597,0,0,0,10170.0,4.119842859131459
175,24450,27276.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/peugeot/2008/alcantara-massagenavi360-c/id/4871095,117,peugeot,2008,24,2024.0,2008,petrol,2008,4,5.0,7.0,8,1.0299607147828647,1.0,13638.0,10.213799135235694,9.520688614926875,0,0,0,13638.0,4.119842859131459
176,29990,13488.0,automatic,Euro 6d-TEMP,hybrid,https://gocar.be/en/cars/peugeot/408/allure-hybrid-136pk/id/4870767,114,peugeot,408,24,2024.0,408,hybrid,408,4,7.0,8.0,8,1.0450900661991476,1.0,6744.0,9.50962981746968,8.816556768641856,0,0,1,6744.0,4.18036026479659
177,23998,14062.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/peugeot/408/12-puretech-130cv-eat8-allure-navi-full-led-keyless/id/4871073,136,peugeot,408,12,2024.0,408,petrol,408,4,5.0,7.0,8,1.0450900661991476,1.0,7031.0,9.551302513870247,8.858226439365012,0,0,0,7031.0,4.18036026479659
179,24450,21669.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/peugeot/2008/alcantara-massagenavi360-c/id/4871077,117,peugeot,2008,24,2024.0,2008,petrol,2008,4,5.0,7.0,8,1.0299607147828647,1.0,10834.5,9.983684094530405,9.290583059652386,0,0,0,10834.5,4.119842859131459
180,24500,9592.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/peugeot/2008/360-camera-packzetel-vw/id/4871244,117,peugeot,2008,24,2025.0,2008,petrol,2008,4,5.0,7.0,8,1.0299607147828647,0.0,9592.0,9.168788944817948,9.168788944817948,0,0,0,0.0,4.119842859131459
181,24500,15.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/peugeot/2008/nieuwpack-camera-navi/id/4871215,117,peugeot,2008,24,2024.0,2008,petrol,2008,4,5.0,7.0,8,1.0299607147828647,1.0,7.5,2.772588722239781,2.1400661634962708,0,0,0,7.5,4.119842859131459
182,24500,7537.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/peugeot/2008/360-camera-packzetel-vw/id/4871220,117,peugeot,2008,24,2025.0,2008,petrol,2008,4,5.0,7.0,8,1.0299607147828647,0.0,7537.0,8.92771217382708,8.92771217382708,0,0,0,0.0,4.119842859131459
184,20000,27448.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/peugeot/2008/e-2008/id/4870478,117,peugeot,2008,0,2020.0,2008,electric,2008,4,7.0,10.0,8,1.0299607147828647,5.0,4574.666666666667,10.220085016401597,8.42850768658355,0,0,1,22873.333333333336,4.119842859131459
186,22995,23747.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/peugeot/2008/12-t-130-eat8-gt-line-drive-assist-vision-pack-led/id/4870286,0,peugeot,2008,3,2024.0,2008,petrol,2008,4,5.0,7.0,8,1.0299607147828647,1.0,11873.5,10.075253595390565,9.382148522753232,0,0,0,11873.5,4.119842859131459
187,29995,30010.0,automatic,Euro 6,hybrid - petrol,https://gocar.be/en/cars/peugeot/408/allure-gt-line-16-phev-eat8-allure-gt-line-16-phev-eat8-at-gps-carplay-camera-halfleder-pdc-cruiseacc-alu-17/id/4870366,31,peugeot,408,0,2024.0,408,hybrid - petrol,408,4,5.0,9.0,8,1.0450900661991476,1.0,15005.0,10.309319260105164,9.616205400105674,0,0,0,15005.0,4.18036026479659
192,19799,41418.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/peugeot/2008/2008-puretech-130-eat8-gt-pack-dodeh-garantie/id/4869002,134,peugeot,2008,12,2023.0,2008,petrol,2008,4,8.0,7.0,8,1.0299607147828647,2.0,13806.0,10.631494991732007,9.532930988916153,0,0,1,27612.0,4.119842859131459
193,24990,5.0,automatic,Euro 6d-TEMP,hybrid,https://gocar.be/en/cars/peugeot/2008/style-12i-136pk-hybrid/id/4869180,110,peugeot,2008,24,2025.0,2008,hybrid,2008,4,7.0,8.0,8,1.0299607147828647,0.0,5.0,1.791759469228055,1.791759469228055,0,0,1,0.0,4.119842859131459
195,20995,20403.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/peugeot/2008/gt-automaat/id/4866805,1,peugeot,2008,12,2021.0,2008,petrol,2008,4,5.0,7.0,8,1.0299607147828647,4.0,4080.6,9.923486239042818,8.314244347387547,0,0,0,16322.4,4.119842859131459
198,28950,45137.0,automatic,Euro 6,hybrid - petrol,https://gocar.be/en/cars/peugeot/408/408-plug-in-hybrid-180-e-eat8-gt/id/4865053,31,peugeot,408,12,2024.0,408,hybrid - petrol,408,4,5.0,9.0,8,1.0450900661991476,1.0,22568.5,10.717479742788276,10.024354716265352,0,0,0,22568.5,4.18036026479659
200,18695,52354.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/peugeot/2008/style-130pk-automaat/id/4865073,132,peugeot,2008,12,2023.0,2008,petrol,2008,4,5.0,7.0,8,1.0299607147828647,2.0,17451.333333333332,10.865802722721563,9.767228634068738,0,0,0,34902.666666666664,4.119842859131459
206,22995,14145.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/peugeot/2008/12-t-130-eat8-gt-line-drive-assist-vision-pack-led/id/4864211,0,peugeot,2008,3,2024.0,2008,petrol,2008,4,5.0,7.0,8,1.0299607147828647,1.0,7072.5,9.557187177595935,8.86411068589899,0,0,0,7072.5,4.119842859131459
207,17400,45669.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/peugeot/2008/allure/id/4862809,109,peugeot,2008,12,2020.0,2008,petrol,2008,4,5.0,7.0,8,1.0299607147828647,5.0,7611.5,10.729196906179045,8.937546912018153,0,0,0,38057.5,4.119842859131459
212,40710,5986.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/peugeot/408/12-t-130-eat8-allure-gps-cam-led-alu17/id/4863687,0,peugeot,408,3,2024.0,408,petrol,408,4,5.0,7.0,8,1.0450900661991476,1.0,2993.0,8.697345730925353,8.004365564979574,0,0,0,2993.0,4.18036026479659
214,28390,23791.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/peugeot/408/12-puretech-allure-130-automaat-navigatie-carplayandroid-auto-climate-control-adaptive-cruise-control-virtual-cockpit-pdc-va-360-camera-full-led-lm-velgen/id/4864266,136,peugeot,408,0,2024.0,408,petrol,408,4,5.0,7.0,8,1.0450900661991476,1.0,11895.5,10.077104668699937,9.383999518191484,0,0,0,11895.5,4.18036026479659
215,35800,24315.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/peugeot/2008/12t-130-eat8-gt-line-navi-virtual-cockpit-camera-led/id/4864043,134,peugeot,2008,3,2023.0,2008,petrol,2008,4,5.0,7.0,8,1.0299607147828647,2.0,8105.0,10.098889848868613,9.000359807188254,0,0,0,16210.0,4.119842859131459
216,41805,21665.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/peugeot/408/12t-130-eat8-gt-line-i-connect-navi-led-panoroof-360-camera-virtual-cockpit/id/4864049,136,peugeot,408,3,2024.0,408,petrol,408,4,5.0,7.0,8,1.0450900661991476,1.0,10832.5,9.983499490505512,9.290398464146762,0,0,0,10832.5,4.18036026479659
217,39940,13740.0,automatic,Euro 6,electric,https://gocar.be/en/cars/peugeot/2008/e-2008-gt-clim-gps-toit-ouvrant-garantie-24-mois/id/4861703,0,peugeot,2008,12,2023.0,2008,electric,2008,4,5.0,10.0,8,1.0299607147828647,2.0,4580.0,9.528139343331775,8.429672593886743,0,0,0,9160.0,4.119842859131459
220,31150,21484.0,automatic,Euro 6,hybrid - petrol,https://gocar.be/en/cars/peugeot/408/first-edition-gps-clim-led-garantie-12-mois/id/4861700,33,peugeot,408,12,2023.0,408,hybrid - petrol,408,4,5.0,9.0,8,1.0450900661991476,2.0,7161.333333333333,9.975110296209095,8.876591091409619,0,0,0,14322.666666666666,4.18036026479659
222,29990,47705.0,automatic,Euro 6,hybrid - petrol,https://gocar.be/en/cars/peugeot/408/first-edition-hyb/id/4861768,33,peugeot,408,24,2023.0,408,hybrid - petrol,408,4,5.0,9.0,8,1.0450900661991476,2.0,15901.666666666666,10.772812455129538,9.67424208903045,0,0,0,31803.333333333332,4.18036026479659
228,28700,20508.0,automatic,Euro 6,hybrid - petrol,https://gocar.be/en/cars/peugeot/408/allure-pack/id/4861814,0,peugeot,408,12,2023.0,408,hybrid - petrol,408,4,5.0,9.0,8,1.0450900661991476,2.0,6836.0,9.928619093173733,8.830104317913793,0,0,0,13672.0,4.18036026479659
229,22500,53585.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/peugeot/408/allure-pack-automatique/id/4861837,136,peugeot,408,12,2023.0,408,petrol,408,4,8.0,7.0,8,1.0450900661991476,2.0,17861.666666666668,10.88904311891194,9.790468152728767,0,0,1,35723.333333333336,4.18036026479659
230,22895,11936.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/peugeot/2008/allure-park-assistent-camera-automaat/id/4861378,133,peugeot,2008,0,2023.0,2008,petrol,2008,4,5.0,7.0,8,1.0299607147828647,2.0,3978.6666666666665,9.387398099095039,8.288953342677278,0,0,0,7957.333333333333,4.119842859131459
232,24800,22345.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/peugeot/408/alluredisponible-en-48hcamera-apple-carplay-a/id/4862132,136,peugeot,408,12,2023.0,408,petrol,408,4,5.0,7.0,8,1.0450900661991476,2.0,7448.333333333333,10.014402613107283,8.915879821910929,0,0,0,14896.666666666666,4.18036026479659
238,31950,35278.0,automatic,Euro 6d-TEMP,hybrid,https://gocar.be/en/cars/peugeot/408/gt-16-plug-in-hybrid/id/4862239,26,peugeot,408,12,2024.0,408,hybrid,408,4,7.0,8.0,8,1.0450900661991476,1.0,17639.0,10.471043165047808,9.777924329560783,0,0,1,17639.0,4.18036026479659
241,24990,26510.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/peugeot/408/allure/id/4862453,136,peugeot,408,12,2023.0,408,petrol,408,4,5.0,7.0,8,1.0450900661991476,2.0,8836.666666666666,10.185315020186113,9.086778169055759,0,0,0,17673.333333333332,4.18036026479659
244,23990,46313.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/peugeot/408/allure-pack/id/4862477,136,peugeot,408,12,2023.0,408,petrol,408,4,5.0,7.0,8,1.0450900661991476,2.0,15437.666666666666,10.743199570177909,9.644630464064054,0,0,0,30875.333333333332,4.18036026479659
245,29950,27835.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/peugeot/408/n-a/id/4860496,136,peugeot,408,12,2024.0,408,petrol,408,4,5.0,7.0,8,1.0450900661991476,1.0,13917.5,10.234085425964741,9.540974169461343,0,0,0,13917.5,4.18036026479659
251,23990,47411.0,automatic,Euro 6,electric,https://gocar.be/en/cars/peugeot/2008/ii-gt/id/4861193,0,peugeot,2008,0,2020.0,2008,electric,2008,4,5.0,10.0,8,1.0299607147828647,5.0,7901.833333333333,10.766630640199391,8.97497662394468,0,0,0,39509.166666666664,4.119842859131459
252,18990,35560.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/peugeot/2008/style/id/4861211,133,peugeot,2008,12,2023.0,2008,petrol,2008,4,8.0,7.0,8,1.0299607147828647,2.0,11853.333333333334,10.479004810717253,9.380448761855694,0,0,1,23706.666666666668,4.119842859131459
255,29490,19748.0,automatic,Euro 6,hybrid - petrol,https://gocar.be/en/cars/peugeot/408/first-edition/id/4861202,33,peugeot,408,12,2023.0,408,hybrid - petrol,408,4,5.0,9.0,8,1.0450900661991476,2.0,6582.666666666667,9.890858136135986,8.792347113290749,0,0,0,13165.333333333334,4.18036026479659
